"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.090611500E-2,-1.591227055E-1,2.889333367E-1,9.307481766E0,9.313324827E0
9.340429200E-2,-1.016949639E-1,3.224328458E-1,9.886545181E0,9.892324319E0
9.590246900E-2,-6.340979785E-2,2.315055877E-1,1.042792130E1,1.043068350E1
9.840064600E-2,6.580262631E-2,2.554338276E-1,1.039920712E1,1.040255185E1
1.008988230E-1,9.930214286E-2,2.506481707E-1,1.050449181E1,1.050795097E1
1.033970000E-1,1.232303679E-1,1.884347796E-1,1.075813103E1,1.076048682E1
1.059470000E-1,2.045863420E-1,1.645065546E-1,1.089212894E1,1.089529214E1
1.084970000E-1,1.663011760E-1,1.549352705E-1,1.098305607E1,1.098540767E1
1.109766350E-1,2.476571500E-1,1.884347796E-1,1.098305607E1,1.098746387E1
1.134613750E-1,3.056831062E-1,2.027917206E-1,1.106919765E1,1.107527441E1
1.159461150E-1,2.380858511E-1,1.310070455E-1,1.116012478E1,1.116343284E1
1.184309060E-1,2.626122832E-1,1.692921966E-1,1.113619614E1,1.114057851E1
1.209156460E-1,2.769692242E-1,1.884347796E-1,1.105005455E1,1.105513117E1
1.234003850E-1,2.333002090E-1,1.932204217E-1,1.093998528E1,1.094417840E1
1.258851250E-1,1.902294010E-1,1.692921966E-1,1.084905815E1,1.085204634E1
1.283626250E-1,1.710868180E-1,2.171486616E-1,1.061456108E1,1.061816044E1
1.308320000E-1,1.088734269E-1,2.315055877E-1,1.051406288E1,1.051717484E1
1.333013750E-1,8.494520187E-2,2.075773627E-1,1.044706345E1,1.044947074E1
1.357788750E-1,4.666004330E-2,2.027917206E-1,1.026999474E1,1.027210268E1
1.382563750E-1,3.230310604E-2,2.602194548E-1,1.005404282E1,1.005746164E1
1.407338750E-1,-5.862415582E-2,2.267199457E-1,9.838688850E0,9.841475348E0
1.432113750E-1,-7.776673883E-2,2.697907388E-1,9.652048111E0,9.656131081E0
1.456888230E-1,-1.208375469E-1,3.080759048E-1,9.427123070E0,9.432929654E0
1.481949170E-1,-2.069791555E-1,2.650051117E-1,9.283554077E0,9.289641779E0
1.507010100E-1,-1.399801224E-1,3.463610709E-1,9.125627518E0,9.133270938E0
1.532070520E-1,-1.734796464E-1,3.511467278E-1,9.067601204E0,9.076055906E0
1.556954370E-1,-2.356930375E-1,3.272185028E-1,9.038887978E0,9.047879256E0
1.581837710E-1,-2.356930375E-1,3.224328458E-1,8.967103004E0,8.975993006E0
1.606721560E-1,-1.878365725E-1,3.511467278E-1,9.010173798E0,9.018969923E0
1.631604900E-1,-1.830509305E-1,3.320041299E-1,9.120841980E0,9.128718027E0
1.656488230E-1,-1.878365725E-1,3.559323549E-1,9.240483284E0,9.249243306E0
1.681440310E-1,-1.399801224E-1,3.272185028E-1,9.384052277E0,9.390798875E0
1.706561670E-1,-1.160518974E-1,3.176472187E-1,9.484550476E0,9.490577724E0
1.731682500E-1,-7.298108935E-2,3.224328458E-1,9.632905960E0,9.638576991E0
1.756634580E-1,-5.862415582E-2,2.458625287E-1,9.838688850E0,9.841934945E0
1.781585620E-1,-2.033899166E-2,2.650051117E-1,1.001097202E1,1.001449960E1
1.806537710E-1,-5.982056726E-3,2.267199457E-1,1.012582684E1,1.012836644E1
1.831489790E-1,3.589233849E-3,2.745763958E-1,1.025085258E1,1.025452992E1
1.856441350E-1,7.058826834E-2,2.315055877E-1,1.037049294E1,1.037331679E1
1.881348120E-1,7.537391037E-2,2.362912297E-1,1.041356373E1,1.041651690E1
1.906026770E-1,1.136590764E-1,2.315055877E-1,1.045184898E1,1.045503039E1
1.930933540E-1,8.494520187E-2,2.362912297E-1,1.048056316E1,1.048357064E1
1.955839790E-1,1.328016520E-1,2.075773627E-1,1.053320503E1,1.053608717E1
1.980746040E-1,8.973085135E-2,2.362912297E-1,1.049970531E1,1.050274711E1
2.005652810E-1,1.567298770E-1,2.458625287E-1,1.045663452E1,1.046069874E1
2.030559060E-1,9.451649338E-2,2.075773627E-1,1.046620655E1,1.046869148E1
2.055465310E-1,8.973085135E-2,2.267199457E-1,1.044227791E1,1.044512429E1
2.080420520E-1,8.015955985E-2,2.219343036E-1,1.038485050E1,1.038753100E1
2.105635620E-1,8.494520187E-2,2.458625287E-1,1.026999474E1,1.027328847E1
2.130590830E-1,3.230310604E-2,2.362912297E-1,1.015513897E1,1.015793899E1
2.155546040E-1,-1.076770201E-2,2.602194548E-1,1.013121128E1,1.013455831E1
2.180501250E-1,-5.982056726E-3,2.458625287E-1,1.005404282E1,1.005705032E1
2.205456460E-1,-7.298108935E-2,3.032902777E-1,9.900901794E0,9.905814836E0
2.230412190E-1,-5.862415582E-2,2.745763958E-1,9.800403595E0,9.804424492E0
2.255367920E-1,-9.690931439E-2,2.889333367E-1,9.738189697E0,9.742957070E0
2.280323120E-1,-8.255238086E-2,2.889333367E-1,9.604191780E0,9.608891565E0
2.305278850E-1,-1.160518974E-1,3.080759048E-1,9.532406807E0,9.538089868E0
2.330204370E-1,-1.256231815E-1,2.937189937E-1,9.479764938E0,9.485146036E0
2.355010100E-1,-1.399801224E-1,2.554338276E-1,9.537193298E0,9.541640157E0
2.379815830E-1,-1.351944804E-1,2.602194548E-1,9.474979401E0,9.479516146E0
2.404741350E-1,-1.591227055E-1,3.320041299E-1,9.546764374E0,9.553860831E0
2.429666350E-1,-1.351944804E-1,2.793620527E-1,9.637691498E0,9.642687287E0
2.454591870E-1,-8.255238086E-2,2.650051117E-1,9.675976753E0,9.679957063E0
2.479517920E-1,-1.112662554E-1,2.889333367E-1,9.709476471E0,9.714411768E0
2.504443440E-1,-7.776673883E-2,2.793620527E-1,9.814760208E0,9.819043170E0
2.529368440E-1,-6.819544733E-2,2.793620527E-1,9.886545181E0,9.890726434E0
2.554290310E-1,-5.862415582E-2,2.602194548E-1,9.929615974E0,9.933198093E0
2.579215310E-1,-5.862415582E-2,2.602194548E-1,1.005882835E1,1.006236447E1
2.604139790E-1,-3.469592705E-2,2.793620527E-1,1.013599682E1,1.013990525E1
2.629064270E-1,-1.555334684E-2,2.745763958E-1,1.014078236E1,1.014451088E1
2.653989270E-1,-1.196411322E-3,2.650051117E-1,1.019820976E1,1.020165239E1
2.678914270E-1,-1.076770201E-2,2.219343036E-1,1.022213840E1,1.022455301E1
2.703839270E-1,3.230310604E-2,2.123630047E-1,1.019820976E1,1.020047175E1
2.728802810E-1,4.666004330E-2,2.793620527E-1,1.021735287E1,1.022127780E1
2.753971560E-1,3.589233849E-3,2.410768867E-1,1.021256733E1,1.021541298E1
2.778935100E-1,-1.555334684E-2,2.650051117E-1,1.017906761E1,1.018252852E1
2.803898120E-1,-2.033899166E-2,2.745763958E-1,1.013121128E1,1.013495180E1
2.828861150E-1,-1.076770201E-2,2.267199457E-1,1.013599682E1,1.013853783E1
2.853824690E-1,3.589233849E-3,2.506481707E-1,1.012582684E1,1.012892919E1
2.878788230E-1,-4.426721856E-2,2.506481707E-1,1.007318497E1,1.007640012E1
2.903751770E-1,-2.033899166E-2,2.650051117E-1,1.001097202E1,1.001449960E1
2.928714790E-1,-3.948157281E-2,2.506481707E-1,9.958329201E0,9.961561312E0
2.953677810E-1,-5.383851007E-2,2.793620527E-1,9.848259926E0,9.852368513E0
2.978608540E-1,-5.862415582E-2,3.367897868E-1,9.848259926E0,9.854191378E0
3.003279900E-1,-1.016949639E-1,2.362912297E-1,9.833903313E0,9.837267394E0
3.028210620E-1,-1.016949639E-1,2.793620527E-1,9.776474953E0,9.780994199E0
3.053141870E-1,-7.298108935E-2,2.602194548E-1,9.747760773E0,9.751506575E0
3.078072600E-1,-6.819544733E-2,2.937189937E-1,9.776474953E0,9.781123860E0
3.103003330E-1,-6.340979785E-2,2.745763958E-1,9.766903877E0,9.770968445E0
3.127934580E-1,-5.862415582E-2,2.841476798E-1,9.795618057E0,9.799913766E0
3.152865310E-1,-4.426721856E-2,2.793620527E-1,9.833903313E0,9.837970172E0
3.177796040E-1,-4.426721856E-2,2.602194548E-1,9.800403595E0,9.803957587E0
3.202727290E-1,-2.991028316E-2,3.080759048E-1,9.867402077E0,9.872255524E0
3.227645000E-1,-4.426721856E-2,2.841476798E-1,9.867402077E0,9.871591727E0
3.252509060E-1,-1.555334684E-2,2.793620527E-1,9.963115692E0,9.967043662E0
3.277372600E-1,-5.982056726E-3,3.032902777E-1,9.996614456E0,1.000121599E1
3.302290310E-1,-2.033899166E-2,2.745763958E-1,9.991828918E0,9.995621592E0
3.327206980E-1,-1.076770201E-2,2.841476798E-1,1.002532864E1,1.002936040E1
3.352124690E-1,2.751746029E-2,2.602194548E-1,1.005882835E1,1.006223132E1
3.377041870E-1,2.751746029E-2,2.937189937E-1,1.016949654E1,1.017377451E1
3.401959060E-1,-1.076770201E-2,2.602194548E-1,1.022213840E1,1.022545567E1
3.426876770E-1,3.589233849E-3,2.362912297E-1,1.013121128E1,1.013396706E1
3.451794480E-1,2.751746029E-2,2.937189937E-1,1.007797050E1,1.008228732E1
3.476741870E-1,8.374879137E-3,2.793620527E-1,1.005404282E1,1.005792674E1
3.501805420E-1,8.374879137E-3,2.650051117E-1,1.008275604E1,1.008624148E1
3.526868440E-1,5.623133108E-2,3.080759048E-1,1.013121128E1,1.013605025E1
3.551815830E-1,-5.982056726E-3,2.745763958E-1,1.011625576E1,1.011998313E1
3.576763230E-1,8.374879137E-3,2.506481707E-1,1.011147022E1,1.011457981E1
3.601710620E-1,1.316052489E-2,2.697907388E-1,1.016949654E1,1.017308311E1
3.626658020E-1,-2.033899166E-2,2.554338276E-1,1.012104130E1,1.012428452E1
3.651605420E-1,-2.991028316E-2,3.128615618E-1,1.010189915E1,1.010678699E1
3.676521560E-1,-4.426721856E-2,2.889333367E-1,9.982257843E0,9.986536622E0
3.701361150E-1,8.374879137E-3,2.889333367E-1,9.982257843E0,9.986442022E0
3.726200730E-1,-2.991028316E-2,3.080759048E-1,9.886545181E0,9.891389236E0
3.751116870E-1,-8.255238086E-2,2.697907388E-1,9.819545746E0,9.823598149E0
3.776031980E-1,-1.555334684E-2,2.793620527E-1,9.876974106E0,9.880936320E0
3.800948120E-1,-3.948157281E-2,2.745763958E-1,9.872187614E0,9.876084208E0
3.825864270E-1,-1.196411322E-3,2.793620527E-1,9.881759644E0,9.885707776E0
3.850780420E-1,-6.819544733E-2,2.554338276E-1,9.876974106E0,9.880511857E0
3.875696560E-1,-5.383851007E-2,2.650051117E-1,9.862616539E0,9.866323089E0
3.900612190E-1,-5.383851007E-2,2.506481707E-1,9.896116257E0,9.899436350E0
3.925527810E-1,-4.426721856E-2,2.697907388E-1,9.910472870E0,9.914243246E0
3.950441350E-1,-2.512463741E-2,2.793620527E-1,9.867402077E0,9.871387853E0
3.975354370E-1,-5.982056726E-3,2.554338276E-1,9.853045464E0,9.856357701E0
4.000270000E-1,-5.383851007E-2,2.458625287E-1,9.848259926E0,9.851475551E0
4.025185100E-1,1.794617064E-2,2.506481707E-1,9.872187614E0,9.875385302E0
4.050100210E-1,-1.076770201E-2,2.410768867E-1,9.896116257E0,9.899058085E0
4.075015830E-1,1.794617064E-2,2.602194548E-1,9.934401512E0,9.937825196E0
4.099930940E-1,2.751746029E-2,2.697907388E-1,1.021256733E1,1.021616737E1
4.124846560E-1,-5.862415582E-2,2.410768867E-1,9.881759644E0,9.884873723E0
4.149762190E-1,2.751746029E-2,2.697907388E-1,9.872187614E0,9.875911732E0
4.174677290E-1,-1.196411322E-3,2.841476798E-1,1.012104130E1,1.012502930E1
4.199615830E-1,-5.383851007E-2,1.884347796E-1,9.982257843E0,9.984181383E0
4.224752290E-1,3.708875179E-2,3.080759048E-1,9.872187614E0,9.877063057E0
4.249690830E-1,1.316052489E-2,2.650051117E-1,1.000139999E1,1.000491893E1
4.274629900E-1,-4.426721856E-2,1.645065546E-1,9.924830437E0,9.926292419E0
4.299568440E-1,-1.555334684E-2,2.027917206E-1,9.757332802E0,9.759452331E0
4.324506980E-1,-4.426721856E-2,2.841476798E-1,9.824331284E0,9.828539294E0
4.349446040E-1,-6.340979785E-2,2.362912297E-1,9.920044899E0,9.923061279E0
4.374384580E-1,-5.862415582E-2,2.362912297E-1,9.829116821E0,9.832131398E0
4.399323650E-1,-2.033899166E-2,2.793620527E-1,9.977472305E0,9.981403230E0
4.424262190E-1,-9.212367237E-2,2.219343036E-1,1.007797050E1,1.008083484E1
4.449214270E-1,-7.776673883E-2,2.554338276E-1,9.824331284E0,9.827959060E0
4.474276770E-1,-4.426721856E-2,3.415754437E-1,9.833903313E0,9.839933320E0
4.499228850E-1,-3.469592705E-2,2.602194548E-1,9.881759644E0,9.885246159E0
4.524180940E-1,-4.905286431E-2,2.602194548E-1,9.843474388E0,9.847035512E0
4.549133020E-1,-2.033899166E-2,2.793620527E-1,9.819545746E0,9.823539865E0
4.574085100E-1,-1.076770201E-2,2.602194548E-1,9.915258408E0,9.918678309E0
4.599037710E-1,-6.819544733E-2,2.267199457E-1,9.996614456E0,9.999417640E0
4.623990310E-1,-3.469592705E-2,2.697907388E-1,9.915258408E0,9.918988867E0
4.648931460E-1,-5.383851007E-2,3.080759048E-1,1.002054310E1,1.002542235E1
4.673496040E-1,-4.905286431E-2,2.697907388E-1,1.007318497E1,1.007691662E1
4.698437190E-1,-2.033899166E-2,2.267199457E-1,9.972686768E0,9.975284305E0
4.723378330E-1,-5.982056726E-3,2.793620527E-1,1.002054310E1,1.002443828E1
4.748319480E-1,-5.383851007E-2,2.458625287E-1,1.003011417E1,1.003327152E1
4.773260620E-1,-1.076770201E-2,2.075773627E-1,9.958329201E0,9.960498219E0
4.798202290E-1,-2.033899166E-2,2.793620527E-1,9.915258408E0,9.919213987E0
4.823137710E-1,-6.340979785E-2,3.032902777E-1,1.001575756E1,1.002054915E1
4.847969480E-1,-9.690931439E-2,2.506481707E-1,1.005404282E1,1.005763356E1
4.872800730E-1,-5.982056726E-3,2.985046208E-1,9.958329201E0,9.962803886E0
4.897736150E-1,1.794617064E-2,2.985046208E-1,9.963115692E0,9.967602589E0
4.922671040E-1,-5.982056726E-3,2.793620527E-1,1.004925728E1,1.005314134E1
4.947605940E-1,-3.469592705E-2,2.889333367E-1,1.001575756E1,1.001998432E1
4.972541350E-1,-5.862415582E-2,2.841476798E-1,9.910472870E0,9.914718816E0
4.997476250E-1,-5.862415582E-2,2.793620527E-1,9.896116257E0,9.900232165E0
5.022411670E-1,-4.426721856E-2,2.697907388E-1,9.848259926E0,9.852054111E0
5.047347080E-1,-6.340979785E-2,3.128615618E-1,9.838688850E0,9.843866184E0
5.072281980E-1,-1.064806059E-1,2.889333367E-1,9.790832520E0,9.795673638E0
5.097217920E-1,-5.383851007E-2,2.889333367E-1,9.766903877E0,9.771325008E0
5.122184060E-1,-1.016949639E-1,2.937189937E-1,9.829116821E0,9.834030211E0
5.147120000E-1,-1.160518974E-1,2.889333367E-1,9.872187614E0,9.877096679E0
5.172055940E-1,-6.340979785E-2,2.410768867E-1,9.915258408E0,9.918391410E0
5.196991350E-1,-5.862415582E-2,2.602194548E-1,9.963115692E0,9.966685771E0
5.221927290E-1,-7.298108935E-2,2.985046208E-1,1.005404282E1,1.005873790E1
5.246863230E-1,-6.340979785E-2,2.650051117E-1,1.016471100E1,1.016836261E1
5.271798650E-1,-5.862415582E-2,2.889333367E-1,1.010189915E1,1.010620036E1
5.296734580E-1,-7.298108935E-2,2.458625287E-1,9.958329201E0,9.961631146E0
5.321670520E-1,-3.469592705E-2,2.650051117E-1,1.000618649E1,1.000975522E1
5.346601770E-1,-6.819544733E-2,2.554338276E-1,1.009711361E1,1.010057426E1
5.371429370E-1,-4.905286431E-2,2.458625287E-1,9.924830437E0,9.927996463E0
5.396256980E-1,-1.076770201E-2,3.032902777E-1,9.915258408E0,9.919901725E0
5.421188230E-1,-3.469592705E-2,2.650051117E-1,9.991828918E0,9.995402776E0
5.446119480E-1,-8.733802289E-2,2.362912297E-1,9.982257843E0,9.985436051E0
5.471050730E-1,-3.948157281E-2,2.985046208E-1,9.939187050E0,9.943746930E0
5.495982500E-1,-6.340979785E-2,3.128615618E-1,1.002054310E1,1.002562652E1
5.520913750E-1,-9.212367237E-2,2.602194548E-1,9.987043381E0,9.990857642E0
5.545845000E-1,-6.819544733E-2,2.937189937E-1,9.924830437E0,9.929409885E0
5.570776250E-1,-7.298108935E-2,2.650051117E-1,9.958329201E0,9.962121984E0
5.595709580E-1,-3.948157281E-2,2.458625287E-1,9.872187614E0,9.875327613E0
5.620684580E-1,-6.340979785E-2,2.937189937E-1,9.838688850E0,9.843276383E0
5.645659060E-1,-7.776673883E-2,2.745763958E-1,9.872187614E0,9.876311465E0
5.670592400E-1,-1.351944804E-1,2.985046208E-1,9.920044899E0,9.925455826E0
5.695525730E-1,-9.212367237E-2,2.697907388E-1,9.867402077E0,9.871519516E0
5.720459060E-1,-1.256231815E-1,2.650051117E-1,9.848259926E0,9.852625663E0
5.745391870E-1,-1.256231815E-1,2.793620527E-1,9.900901794E0,9.905638833E0
5.770324690E-1,-1.351944804E-1,2.697907388E-1,9.896116257E0,9.900716214E0
5.795261150E-1,-1.399801224E-1,3.224328458E-1,9.800403595E0,9.806705257E0
5.820254900E-1,-1.686939895E-1,2.841476798E-1,9.675976753E0,9.681617824E0
5.845248120E-1,-1.351944804E-1,2.841476798E-1,9.618548393E0,9.623694231E0
5.870184580E-1,-1.351944804E-1,3.128615618E-1,9.680762291E0,9.686759956E0
5.895120520E-1,-1.447657645E-1,2.841476798E-1,9.704689980E0,9.709928148E0
5.920056980E-1,-1.399801224E-1,2.602194548E-1,9.642477036E0,9.647003264E0
5.944993960E-1,-9.690931439E-2,2.697907388E-1,9.647262573E0,9.651520793E0
5.969930420E-1,-1.160518974E-1,3.080759048E-1,9.776474953E0,9.782016219E0
5.994866870E-1,-9.690931439E-2,2.506481707E-1,9.967901230E0,9.971522995E0
6.019803330E-1,-3.469592705E-2,2.650051117E-1,9.972686768E0,9.976267482E0
6.044737190E-1,-2.512463741E-2,2.650051117E-1,9.948758125E0,9.952318684E0
6.069608020E-1,3.708875179E-2,3.080759048E-1,1.016471100E1,1.016944620E1
6.094478330E-1,-9.212367237E-2,2.171486616E-1,1.020778179E1,1.021050681E1
6.119412190E-1,1.316052489E-2,2.697907388E-1,1.020778179E1,1.021135492E1
6.144345520E-1,4.666004330E-2,2.793620527E-1,1.017428207E1,1.017822362E1
6.169279370E-1,1.316052489E-2,2.362912297E-1,1.015992451E1,1.016268039E1
6.194213230E-1,-2.512463741E-2,2.506481707E-1,1.012582684E1,1.012895971E1
6.219146560E-1,5.144568533E-2,2.171486616E-1,1.004925728E1,1.005173478E1
6.244078330E-1,-1.555334684E-2,2.697907388E-1,1.002532864E1,1.002897020E1
6.268973120E-1,-2.991028316E-2,2.171486616E-1,1.000618649E1,1.000858712E1
6.293867400E-1,-2.991028316E-2,2.985046208E-1,9.953543663E0,9.958063621E0
6.318799170E-1,-5.862415582E-2,2.745763958E-1,9.910472870E0,9.914449127E0
6.343729900E-1,-2.991028316E-2,2.554338276E-1,9.896116257E0,9.899457461E0
6.368661670E-1,-3.948157281E-2,2.506481707E-1,9.848259926E0,9.851528149E0
6.393593440E-1,-1.076770201E-2,2.985046208E-1,9.829116821E0,9.833654379E0
6.418524690E-1,-3.948157281E-2,2.554338276E-1,9.843474388E0,9.846867180E0
6.443456460E-1,3.589233849E-3,2.602194548E-1,9.771689415E0,9.775154273E0
6.468388230E-1,-1.196411322E-3,2.889333367E-1,9.752547264E0,9.756826433E0
6.493319480E-1,8.374879137E-3,2.650051117E-1,9.896116257E0,9.899667409E0
6.518243960E-1,-1.076770201E-2,2.937189937E-1,1.000139999E1,1.000571780E1
6.543167920E-1,1.794617064E-2,2.937189937E-1,1.004447079E1,1.004878034E1
6.568099170E-1,5.623133108E-2,2.219343036E-1,1.015513897E1,1.015771944E1
6.593030420E-1,8.494520187E-2,2.219343036E-1,1.023170948E1,1.023446869E1
6.617961150E-1,8.015955985E-2,2.362912297E-1,1.024128056E1,1.024431972E1
6.642892400E-1,8.973085135E-2,2.458625287E-1,1.035613632E1,1.035944301E1
6.667823650E-1,6.101697683E-2,2.123630047E-1,1.040399265E1,1.040633866E1
6.692754900E-1,4.666004330E-2,2.315055877E-1,1.041356373E1,1.041624124E1
6.717686150E-1,1.040877849E-1,2.650051117E-1,1.036092186E1,1.036483303E1
6.742617400E-1,8.015955985E-2,2.075773627E-1,1.035135078E1,1.035374217E1
6.767541870E-1,7.537391037E-2,2.267199457E-1,1.032263660E1,1.032540118E1
6.792138750E-1,5.144568533E-2,2.554338276E-1,1.019820976E1,1.020153790E1
6.817063230E-1,-1.196411322E-3,2.554338276E-1,1.015992451E1,1.016313504E1
6.841987190E-1,-2.033899166E-2,2.219343036E-1,1.003489971E1,1.003737420E1
6.866911150E-1,-3.469592705E-2,2.650051117E-1,9.881759644E0,9.885373294E0
6.891835620E-1,-6.819544733E-2,2.985046208E-1,9.757332802E0,9.762135987E0
6.916760100E-1,-7.776673883E-2,2.745763958E-1,9.695118904E0,9.699318039E0
6.941684060E-1,-6.819544733E-2,3.080759048E-1,9.585049629E0,9.590241800E0
6.966619480E-1,-9.212367237E-2,2.985046208E-1,9.551549911E0,9.556657234E0
6.991942920E-1,-8.733802289E-2,2.889333367E-1,9.503693581E0,9.508485793E0
7.016878330E-1,-1.112662554E-1,2.937189937E-1,9.527621269E0,9.532796970E0
7.041813750E-1,-1.208375469E-1,3.128615618E-1,9.556335449E0,9.562218952E0
7.066748650E-1,-1.112662554E-1,2.793620527E-1,9.594620705E0,9.599331737E0
7.091684060E-1,-8.255238086E-2,2.745763958E-1,9.704689980E0,9.708924487E0
7.116619480E-1,-8.255238086E-2,2.841476798E-1,9.699904442E0,9.704416571E0
7.141554900E-1,-8.255238086E-2,2.985046208E-1,9.781260490E0,9.786162511E0
7.166490310E-1,-5.383851007E-2,2.458625287E-1,9.910472870E0,9.913668316E0
7.191425730E-1,-3.948157281E-2,2.697907388E-1,9.948758125E0,9.952493862E0
7.216355940E-1,-4.905286431E-2,2.793620527E-1,9.934401512E0,9.938449715E0
7.241041350E-1,-8.733802289E-2,3.176472187E-1,1.007797050E1,1.008335347E1
7.265971560E-1,1.471585929E-1,1.692921966E-1,1.044227791E1,1.044468685E1
7.290901770E-1,-9.212367237E-2,2.554338276E-1,1.045184898E1,1.045537567E1
7.315831460E-1,2.273181453E-2,2.219343036E-1,1.017906761E1,1.018151212E1
7.340761670E-1,2.751746029E-2,2.458625287E-1,1.015513897E1,1.015815205E1
7.365691870E-1,-5.982056726E-3,2.889333367E-1,1.022692394E1,1.023100638E1
7.390622080E-1,8.374879137E-3,2.506481707E-1,1.021735287E1,1.022043024E1
7.415547080E-1,-6.340979785E-2,2.554338276E-1,1.007797050E1,1.008140649E1
7.440292920E-1,8.374879137E-3,2.650051117E-1,1.003489971E1,1.003840177E1
7.465217920E-1,-2.991028316E-2,3.080759048E-1,1.002054310E1,1.002532241E1
7.490142920E-1,-6.340979785E-2,2.697907388E-1,1.000139999E1,1.000523911E1
7.515067400E-1,-5.383851007E-2,2.554338276E-1,9.958329201E0,9.961750122E0
7.539992400E-1,-4.905286431E-2,2.650051117E-1,9.886545181E0,9.890217870E0
7.564917400E-1,-5.383851007E-2,2.697907388E-1,9.891330719E0,9.895155836E0
7.589842400E-1,-6.819544733E-2,2.697907388E-1,9.867402077E0,9.871325210E0
7.614767400E-1,-7.776673883E-2,2.554338276E-1,9.853045464E0,9.856662671E0
7.639692400E-1,-5.862415582E-2,3.176472187E-1,9.762118340E0,9.767460828E0
7.664617920E-1,-8.733802289E-2,3.176472187E-1,9.833903313E0,9.839419802E0
7.689573650E-1,-7.298108935E-2,2.602194548E-1,9.838688850E0,9.842400048E0
7.714499170E-1,-1.064806059E-1,2.985046208E-1,9.762118340E0,9.767261520E0
7.739424690E-1,-7.298108935E-2,2.889333367E-1,9.824331284E0,9.828850079E0
7.764349690E-1,-8.733802289E-2,2.697907388E-1,9.829116821E0,9.833206621E0
7.789275210E-1,-3.948157281E-2,2.745763958E-1,9.805189133E0,9.809112341E0
7.814201250E-1,-6.819544733E-2,2.937189937E-1,9.843474388E0,9.848091668E0
7.839126770E-1,-3.948157281E-2,2.697907388E-1,9.876974106E0,9.880736983E0
7.864051770E-1,-3.469592705E-2,2.889333367E-1,9.929615974E0,9.933879387E0
7.888964790E-1,-4.426721856E-2,2.793620527E-1,9.915258408E0,9.919291912E0
7.913889790E-1,-6.340979785E-2,2.745763958E-1,9.948758125E0,9.952748426E0
7.938815310E-1,-5.383851007E-2,2.937189937E-1,9.972686768E0,9.977156448E0
7.963740310E-1,-2.033899166E-2,2.650051117E-1,9.953543663E0,9.957091585E0
7.988665310E-1,-4.426721856E-2,2.506481707E-1,1.004447079E1,1.004769513E1
8.013590830E-1,-1.555334684E-2,2.889333367E-1,1.004447079E1,1.004863761E1
8.038515310E-1,-3.469592705E-2,2.889333367E-1,1.001575756E1,1.001998432E1
8.063428850E-1,-5.982056726E-3,3.032902777E-1,1.003489971E1,1.003948370E1
8.088341870E-1,-5.982056726E-3,2.410768867E-1,1.004447079E1,1.004736519E1
8.113266350E-1,-2.033899166E-2,2.506481707E-1,1.000618649E1,1.000934594E1
8.138190830E-1,-2.512463741E-2,2.889333367E-1,1.002054310E1,1.002473928E1
8.163115310E-1,-5.862415582E-2,2.267199457E-1,1.001575756E1,1.001849481E1
