"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.446085490E-1,-2.512463741E-2,2.267199457E-1,9.958329201E0,9.960941404E0
1.470997990E-1,-3.948157281E-2,2.506481707E-1,1.003489971E1,1.003810717E1
1.495893820E-1,-9.212367237E-2,2.458625287E-1,1.003011417E1,1.003354999E1
1.520789140E-1,-2.991028316E-2,2.554338276E-1,1.003011417E1,1.003341076E1
1.545701640E-1,-2.033899166E-2,2.075773627E-1,1.001097202E1,1.001314451E1
1.570614140E-1,-3.948157281E-2,1.980060786E-1,1.003489971E1,1.003693068E1
1.595526640E-1,-3.469592705E-2,2.315055877E-1,9.972686768E0,9.975433826E0
1.620439140E-1,-2.512463741E-2,2.506481707E-1,1.001575756E1,1.001892486E1
1.645352160E-1,-3.469592705E-2,2.458625287E-1,9.996614456E0,9.999697634E0
1.670296950E-1,-2.991028316E-2,2.362912297E-1,9.982257843E0,9.985098889E0
1.695321430E-1,-3.469592705E-2,2.554338276E-1,9.972686768E0,9.976017823E0
1.720345390E-1,-2.991028316E-2,2.362912297E-1,9.963115692E0,9.965962195E0
1.745290180E-1,-2.991028316E-2,2.506481707E-1,9.920044899E0,9.923256014E0
1.770234970E-1,-9.212367237E-2,2.506481707E-1,9.924830437E0,9.928422356E0
1.795179240E-1,-5.862415582E-2,2.697907388E-1,9.924830437E0,9.928669751E0
1.820124030E-1,-5.383851007E-2,2.554338276E-1,9.905687332E0,9.909126427E0
1.845068820E-1,-4.905286431E-2,2.410768867E-1,9.881759644E0,9.884821592E0
1.869981840E-1,-5.862415582E-2,2.458625287E-1,9.910472870E0,9.913695460E0
1.894816220E-1,-6.340979785E-2,2.362912297E-1,9.886545181E0,9.889571779E0
1.919650070E-1,-8.733802289E-2,2.650051117E-1,9.896116257E0,9.900049121E0
1.944563090E-1,-4.426721856E-2,2.697907388E-1,9.905687332E0,9.909459529E0
1.969475590E-1,-7.776673883E-2,2.506481707E-1,9.915258408E0,9.918730839E0
1.994388090E-1,-4.905286431E-2,2.267199457E-1,9.920044899E0,9.922756619E0
2.019301110E-1,-4.905286431E-2,2.075773627E-1,9.881759644E0,9.884061321E0
2.044214140E-1,-4.426721856E-2,2.123630047E-1,9.948758125E0,9.951122845E0
2.069127160E-1,-2.033899166E-2,2.315055877E-1,9.967901230E0,9.970609983E0
2.094064660E-1,-4.426721856E-2,2.219343036E-1,9.958329201E0,9.960900305E0
2.119139660E-1,-2.991028316E-2,2.745763958E-1,9.972686768E0,9.976510822E0
2.144077160E-1,-6.819544733E-2,2.506481707E-1,9.948758125E0,9.952148681E0
2.169014660E-1,-4.426721856E-2,2.123630047E-1,9.987043381E0,9.989399037E0
2.193951640E-1,-2.033899166E-2,2.602194548E-1,9.948758125E0,9.952181473E0
2.218889140E-1,-4.426721856E-2,2.506481707E-1,9.948758125E0,9.952013481E0
2.243826640E-1,-3.948157281E-2,2.554338276E-1,1.001575756E1,1.001909201E1
2.268764140E-1,-2.991028316E-2,2.410768867E-1,9.991828918E0,9.994781530E0
2.293711010E-1,-3.948157281E-2,2.889333367E-1,9.982257843E0,9.986516555E0
2.318711010E-1,-6.819544733E-2,2.410768867E-1,9.967901230E0,9.971049273E0
2.343657890E-1,-3.469592705E-2,2.841476798E-1,9.934401512E0,9.938524896E0
2.368604760E-1,-3.948157281E-2,2.841476798E-1,9.943972588E0,9.948109847E0
2.393551110E-1,-2.512463741E-2,2.841476798E-1,1.000618649E1,1.001025170E1
2.418497990E-1,-1.076770201E-2,2.697907388E-1,9.924830437E0,9.928502515E0
2.443444860E-1,-3.469592705E-2,3.080759048E-1,9.900901794E0,9.905754434E0
2.468391740E-1,-8.733802289E-2,2.315055877E-1,9.929615974E0,9.932698333E0
2.493317780E-1,-3.948157281E-2,2.458625287E-1,9.943972588E0,9.947089926E0
2.518130280E-1,-7.776673883E-2,2.506481707E-1,9.891330719E0,9.894811548E0
2.543056320E-1,-6.340979785E-2,2.745763958E-1,9.905687332E0,9.909694976E0
2.567982890E-1,-7.776673883E-2,2.506481707E-1,9.910472870E0,9.913946978E0
2.592908930E-1,-5.862415582E-2,2.267199457E-1,9.905687332E0,9.908454988E0
2.617834970E-1,-3.948157281E-2,2.793620527E-1,9.920044899E0,9.924056265E0
2.642761530E-1,-7.298108935E-2,2.554338276E-1,9.967901230E0,9.971440598E0
2.667687570E-1,-4.426721856E-2,2.554338276E-1,9.972686768E0,9.976055703E0
2.692596950E-1,-2.991028316E-2,2.745763958E-1,9.939187050E0,9.943023988E0
2.717414660E-1,-7.298108935E-2,2.602194548E-1,9.958329201E0,9.961995828E0
2.742324030E-1,-6.340979785E-2,2.602194548E-1,9.958329201E0,9.961930307E0
2.767233410E-1,-6.340979785E-2,2.889333367E-1,9.958329201E0,9.962721704E0
2.792142780E-1,-5.862415582E-2,2.315055877E-1,9.991828918E0,9.994682424E0
2.817052160E-1,-3.469592705E-2,2.506481707E-1,9.982257843E0,9.985464434E0
2.841962050E-1,-4.426721856E-2,2.410768867E-1,9.953543663E0,9.956561108E0
2.866871430E-1,-5.862415582E-2,2.889333367E-1,9.982257843E0,9.986610582E0
2.891794860E-1,-6.819544733E-2,2.889333367E-1,1.001097202E1,1.001537288E1
2.916797470E-1,-4.905286431E-2,2.171486616E-1,9.982257843E0,9.984739925E0
2.941720910E-1,-3.948157281E-2,2.075773627E-1,9.915258408E0,9.917509589E0
2.966644340E-1,-6.819544733E-2,2.458625287E-1,9.929615974E0,9.932893456E0
2.991567780E-1,-5.383851007E-2,2.315055877E-1,9.953543663E0,9.956381113E0
3.016491220E-1,-3.948157281E-2,2.362912297E-1,9.934401512E0,9.937289658E0
3.041415180E-1,-6.819544733E-2,2.458625287E-1,9.934401512E0,9.937677415E0
3.066338610E-1,-3.469592705E-2,2.554338276E-1,9.943972588E0,9.947313259E0
3.091265180E-1,-4.426721856E-2,2.697907388E-1,9.881759644E0,9.885540971E0
3.116199030E-1,-3.948157281E-2,2.697907388E-1,9.876974106E0,9.880736983E0
3.141132890E-1,-8.733802289E-2,2.554338276E-1,9.929615974E0,9.933284843E0
3.166059450E-1,-4.426721856E-2,2.554338276E-1,9.958329201E0,9.961702992E0
3.190985490E-1,-6.819544733E-2,2.602194548E-1,9.924830437E0,9.928475411E0
3.215912050E-1,-2.991028316E-2,2.458625287E-1,9.934401512E0,9.937488436E0
3.240838610E-1,-7.776673883E-2,2.650051117E-1,9.905687332E0,9.909536664E0
3.265764660E-1,-5.862415582E-2,2.410768867E-1,9.972686768E0,9.975772462E0
3.290684450E-1,-6.340979785E-2,2.554338276E-1,1.002054310E1,1.002399876E1
3.315586530E-1,-5.383851007E-2,2.123630047E-1,9.963115692E0,9.965524117E0
3.340488610E-1,-5.383851007E-2,2.602194548E-1,9.982257843E0,9.985794129E0
3.365408410E-1,-8.255238086E-2,2.745763958E-1,1.003968525E1,1.004377852E1
3.390327680E-1,-1.256231815E-1,2.506481707E-1,9.934401512E0,9.938356961E0
3.415246950E-1,-6.819544733E-2,2.315055877E-1,9.958329201E0,9.961253231E0
3.440166740E-1,-6.340979785E-2,2.506481707E-1,9.972686768E0,9.976037624E0
3.465086010E-1,-7.776673883E-2,2.602194548E-1,9.958329201E0,9.962032037E0
3.490020390E-1,-5.862415582E-2,2.458625287E-1,1.000139999E1,1.000459330E1
3.514991740E-1,-6.340979785E-2,2.458625287E-1,1.001097202E1,1.001419143E1
3.539962570E-1,-6.340979785E-2,2.458625287E-1,9.982257843E0,9.985486509E0
3.564896950E-1,-6.340979785E-2,2.171486616E-1,9.905687332E0,9.908270074E0
3.589831320E-1,-5.862415582E-2,2.315055877E-1,9.929615974E0,9.932487354E0
3.614765180E-1,-8.733802289E-2,2.458625287E-1,9.900901794E0,9.904339082E0
3.639699550E-1,-4.905286431E-2,2.650051117E-1,9.886545181E0,9.890217870E0
3.664633930E-1,-5.383851007E-2,2.602194548E-1,9.910472870E0,9.914034762E0
3.689553720E-1,-5.862415582E-2,3.080759048E-1,9.958329201E0,9.963265932E0
3.714438090E-1,-6.819544733E-2,2.793620527E-1,9.939187050E0,9.943346167E0
3.739321950E-1,-5.383851007E-2,2.410768867E-1,9.915258408E0,9.918334837E0
3.764241740E-1,-3.469592705E-2,2.458625287E-1,1.002054310E1,1.002361892E1
3.789161010E-1,-9.212367237E-2,2.027917206E-1,9.963115692E0,9.965605127E0
3.814080280E-1,-6.819544733E-2,2.697907388E-1,9.900901794E0,9.904811659E0
3.839000070E-1,-2.033899166E-2,2.602194548E-1,9.972686768E0,9.976101904E0
3.863919860E-1,-4.905286431E-2,2.602194548E-1,9.939187050E0,9.942713893E0
3.888849550E-1,-6.340979785E-2,2.315055877E-1,9.939187050E0,9.942085035E0
3.913955280E-1,-3.948157281E-2,2.697907388E-1,9.920044899E0,9.923791445E0
3.939060490E-1,-7.776673883E-2,2.554338276E-1,9.915258408E0,9.918852927E0
3.963990180E-1,-6.819544733E-2,3.224328458E-1,9.958329201E0,9.963781111E0
3.988919340E-1,-4.426721856E-2,2.889333367E-1,9.939187050E0,9.943484363E0
4.013848510E-1,-7.776673883E-2,2.841476798E-1,9.934401512E0,9.938768584E0
4.038778200E-1,-1.555334684E-2,3.032902777E-1,9.934401512E0,9.939042223E0
4.063707890E-1,-6.340979785E-2,2.602194548E-1,1.000618649E1,1.000977037E1
4.088637050E-1,-3.469592705E-2,2.793620527E-1,1.000618649E1,1.001014560E1
4.113561010E-1,-3.469592705E-2,3.272185028E-1,9.776474953E0,9.782010952E0
4.138280800E-1,-2.991028316E-2,2.506481707E-1,9.589835167E0,9.593156814E0
4.163204760E-1,-1.196411322E-3,3.032902777E-1,9.987043381E0,9.991647608E0
4.188128200E-1,-2.991028316E-2,2.410768867E-1,1.005882835E1,1.006176130E1
4.213051640E-1,-2.991028316E-2,2.937189937E-1,9.915258408E0,9.919652956E0
4.237975590E-1,-1.555334684E-2,3.224328458E-1,1.002532864E1,1.003052437E1
4.262899550E-1,-8.255238086E-2,2.554338276E-1,1.006361389E1,1.006719355E1
4.287822990E-1,-7.298108935E-2,2.458625287E-1,1.003489971E1,1.003817647E1
4.312752160E-1,-1.196411322E-3,2.841476798E-1,1.002532864E1,1.002935470E1
4.337869340E-1,-3.469592705E-2,2.650051117E-1,9.652048111E0,9.655747731E0
4.362798510E-1,-5.982056726E-3,2.745763958E-1,9.656833649E0,9.660738279E0
4.387727160E-1,-1.076770201E-2,2.745763958E-1,9.958329201E0,9.962119685E0
4.412655800E-1,-4.426721856E-2,1.740778536E-1,9.900901794E0,9.902530941E0
4.437584970E-1,2.751746029E-2,2.985046208E-1,9.948758125E0,9.953273354E0
4.462514140E-1,-2.033899166E-2,2.841476798E-1,1.021735287E1,1.022132346E1
4.487442780E-1,-9.690931439E-2,2.171486616E-1,9.948758125E0,9.951599529E0
4.512367260E-1,4.666004330E-2,2.841476798E-1,9.872187614E0,9.876386250E0
4.537209970E-1,1.794617064E-2,2.937189937E-1,1.035135078E1,1.035553263E1
4.562052680E-1,-9.690931439E-2,1.932204217E-1,9.891330719E0,9.893692381E0
4.586977160E-1,2.751746029E-2,2.554338276E-1,9.503693581E0,9.507165473E0
4.611901110E-1,5.623133108E-2,2.841476798E-1,9.943972588E0,9.948190423E0
4.636825590E-1,-1.112662554E-1,1.597209126E-1,1.013121128E1,1.013308112E1
4.661750070E-1,-1.076770201E-2,2.650051117E-1,9.752547264E0,9.756153022E0
4.686674550E-1,3.708875179E-2,3.607180119E-1,9.594620705E0,9.601470696E0
4.711597470E-1,-5.982056726E-3,2.602194548E-1,9.886545181E0,9.889970959E0
4.736492260E-1,-6.340979785E-2,1.836491376E-1,9.948758125E0,9.950655056E0
4.761386530E-1,-5.982056726E-3,2.889333367E-1,9.824331284E0,9.828580947E0
4.786309450E-1,1.316052489E-2,2.937189937E-1,9.781260490E0,9.785678353E0
4.811231840E-1,-5.862415582E-2,2.267199457E-1,9.876974106E0,9.879749805E0
4.836154760E-1,3.589233849E-3,2.506481707E-1,1.003011417E1,1.003324612E1
4.861077680E-1,-7.298108935E-2,2.602194548E-1,1.002532864E1,1.002897077E1
4.886000590E-1,-6.819544733E-2,2.697907388E-1,9.805189133E0,9.809137148E0
4.910932890E-1,-2.033899166E-2,2.745763958E-1,9.781260490E0,9.785134780E0
4.936029760E-1,-1.555334684E-2,2.410768867E-1,1.010668468E1,1.010957147E1
4.961126110E-1,-1.256231815E-1,1.740778536E-1,1.012582684E1,1.012810216E1
4.986058410E-1,-1.555334684E-2,2.745763958E-1,9.872187614E0,9.876017537E0
5.010990180E-1,-2.512463741E-2,3.128615618E-1,9.872187614E0,9.877175806E0
5.035921430E-1,-8.255238086E-2,2.745763958E-1,1.008754253E1,1.009161640E1
5.060853720E-1,-1.064806059E-1,2.362912297E-1,1.004925728E1,1.005259884E1
5.085785490E-1,-6.340979785E-2,2.793620527E-1,1.001097202E1,1.001506989E1
5.110712570E-1,-6.819544733E-2,2.889333367E-1,9.963115692E0,9.967537679E0
5.135555280E-1,-1.304088384E-1,2.219343036E-1,9.833903313E0,9.837271759E0
5.160397470E-1,-8.733802289E-2,2.171486616E-1,9.896116257E0,9.898883697E0
5.185324550E-1,-6.340979785E-2,2.650051117E-1,9.967901230E0,9.971624915E0
5.210252160E-1,-1.160518974E-1,3.032902777E-1,9.896116257E0,9.901442824E0
5.235179240E-1,-1.208375469E-1,2.219343036E-1,9.857831001E0,9.861069344E0
5.260106320E-1,-3.469592705E-2,2.650051117E-1,1.005882835E1,1.006237842E1
5.285033930E-1,-5.862415582E-2,2.458625287E-1,1.017428207E1,1.017742113E1
5.309961010E-1,-3.469592705E-2,1.932204217E-1,1.006839943E1,1.007031305E1
5.334890180E-1,-1.208375469E-1,3.272185028E-1,9.795618057E0,9.801826707E0
5.359888090E-1,-4.426721856E-2,2.793620527E-1,9.747760773E0,9.751863557E0
5.384817260E-1,-1.495514214E-1,2.745763958E-1,9.762118340E0,9.767124055E0
5.409746430E-1,-1.399801224E-1,2.506481707E-1,9.699904442E0,9.704151953E0
5.434675070E-1,-1.256231815E-1,2.506481707E-1,9.671191216E0,9.675254271E0
5.459604240E-1,-5.383851007E-2,2.841476798E-1,9.747760773E0,9.752049968E0
5.484533930E-1,-7.776673883E-2,1.980060786E-1,9.967901230E0,9.970170961E0
5.509463090E-1,-7.776673883E-2,2.075773627E-1,1.008275604E1,1.008519238E1
5.534387570E-1,-4.905286431E-2,2.889333367E-1,1.003489971E1,1.003917830E1
5.559311530E-1,-4.905286431E-2,2.697907388E-1,9.996614456E0,1.000037468E1
5.584240700E-1,-1.112662554E-1,2.410768867E-1,9.967901230E0,9.971436866E0
5.609169340E-1,-1.112662554E-1,2.745763958E-1,9.963115692E0,9.967519585E0
5.634097470E-1,-6.340979785E-2,2.697907388E-1,9.900901794E0,9.904779866E0
5.659026640E-1,-8.255238086E-2,2.506481707E-1,9.924830437E0,9.928338159E0
5.683955800E-1,-1.064806059E-1,2.123630047E-1,1.004447079E1,1.004727971E1
5.708884450E-1,-5.383851007E-2,2.267199457E-1,1.004447079E1,1.004717343E1
5.733806320E-1,-5.383851007E-2,2.315055877E-1,1.004447079E1,1.004728256E1
5.758474030E-1,-4.426721856E-2,2.554338276E-1,1.000618649E1,1.000954415E1
5.783395910E-1,-7.776673883E-2,2.506481707E-1,9.977472305E0,9.980923092E0
5.808317260E-1,-6.340979785E-2,2.410768867E-1,1.002054310E1,1.002364319E1
5.833238610E-1,-8.255238086E-2,2.410768867E-1,1.010668468E1,1.010989655E1
5.858160490E-1,-1.555334684E-2,2.458625287E-1,1.008754253E1,1.009055027E1
5.883082360E-1,-2.991028316E-2,2.506481707E-1,1.004447079E1,1.004764214E1
5.908004240E-1,-3.469592705E-2,2.506481707E-1,1.001097202E1,1.001416942E1
5.932935490E-1,-7.776673883E-2,2.650051117E-1,9.991828918E0,9.995645077E0
5.958204240E-1,-3.469592705E-2,2.506481707E-1,9.953543663E0,9.956759501E0
5.983135490E-1,-4.905286431E-2,2.362912297E-1,9.876974106E0,9.879921924E0
6.008066740E-1,-4.905286431E-2,2.315055877E-1,9.910472870E0,9.913297813E0
6.032997990E-1,-7.298108935E-2,2.362912297E-1,9.924830437E0,9.927911109E0
6.057929240E-1,-8.255238086E-2,2.315055877E-1,9.972686768E0,9.975715067E0
6.082860490E-1,-2.991028316E-2,2.410768867E-1,9.963115692E0,9.966076810E0
6.107791740E-1,-6.819544733E-2,2.506481707E-1,9.987043381E0,9.990420943E0
6.132715700E-1,-2.512463741E-2,2.602194548E-1,1.000139999E1,1.000481620E1
6.157382360E-1,-4.905286431E-2,2.267199457E-1,9.996614456E0,9.999305411E0
6.182306320E-1,-3.469592705E-2,2.506481707E-1,9.934401512E0,9.937623545E0
6.207230800E-1,-5.862415582E-2,2.937189937E-1,9.857831001E0,9.862380022E0
6.232154760E-1,-3.948157281E-2,2.267199457E-1,9.876974106E0,9.879654762E0
6.257078720E-1,-2.991028316E-2,3.032902777E-1,9.843474388E0,9.848191085E0
6.282003200E-1,-1.256231815E-1,2.171486616E-1,9.752547264E0,9.755773309E0
6.306927160E-1,-5.862415582E-2,2.889333367E-1,9.795618057E0,9.800053693E0
6.331857890E-1,-4.905286431E-2,2.602194548E-1,9.862616539E0,9.866170754E0
6.356911530E-1,-5.383851007E-2,2.554338276E-1,9.881759644E0,9.885207063E0
6.381965180E-1,-4.905286431E-2,2.362912297E-1,9.939187050E0,9.942116422E0
6.406895910E-1,-4.426721856E-2,2.650051117E-1,9.972686768E0,9.976305361E0
6.431826640E-1,-2.991028316E-2,2.793620527E-1,9.924830437E0,9.928806423E0
6.456757360E-1,-2.033899166E-2,2.793620527E-1,9.953543663E0,9.957484034E0
6.481688610E-1,3.589233849E-3,2.362912297E-1,9.977472305E0,9.980270539E0
6.506619340E-1,-4.426721856E-2,2.362912297E-1,1.000139999E1,1.000428883E1
6.531544860E-1,-5.383851007E-2,2.697907388E-1,9.987043381E0,9.990831853E0
6.556375590E-1,-1.196411322E-3,2.410768867E-1,1.002054310E1,1.002344270E1
6.581205800E-1,-2.033899166E-2,2.410768867E-1,1.005882835E1,1.006173740E1
6.606131320E-1,-5.982056726E-3,2.554338276E-1,1.006361389E1,1.006685685E1
6.631056840E-1,-5.982056726E-3,2.745763958E-1,1.007797050E1,1.008171203E1
6.655982360E-1,-3.948157281E-2,2.554338276E-1,1.001097202E1,1.001430807E1
6.680907890E-1,3.589233849E-3,2.554338276E-1,9.953543663E0,9.956821319E0
6.705833410E-1,-1.555334684E-2,2.554338276E-1,9.905687332E0,9.908992374E0
6.730765180E-1,-5.383851007E-2,2.745763958E-1,9.886545181E0,9.890503850E0
6.755801110E-1,-4.426721856E-2,2.650051117E-1,9.824331284E0,9.828004501E0
6.780837050E-1,-1.196411322E-3,2.985046208E-1,9.867402077E0,9.871916237E0
6.805768820E-1,-5.862415582E-2,2.650051117E-1,9.910472870E0,9.914188671E0
6.830700070E-1,-6.340979785E-2,2.841476798E-1,9.900901794E0,9.905181323E0
6.855631320E-1,-4.426721856E-2,2.602194548E-1,9.896116257E0,9.899635888E0
6.880563090E-1,-2.512463741E-2,2.315055877E-1,9.934401512E0,9.937130345E0
6.905494340E-1,-3.469592705E-2,2.602194548E-1,9.987043381E0,9.990493154E0
6.930417260E-1,-1.076770201E-2,2.506481707E-1,9.977472305E0,9.980625935E0
6.955183930E-1,-5.982056726E-3,2.554338276E-1,9.915258408E0,9.918549870E0
6.979950590E-1,-5.862415582E-2,2.410768867E-1,9.900901794E0,9.904009855E0
7.004873510E-1,-6.340979785E-2,2.697907388E-1,9.900901794E0,9.904779866E0
7.029795910E-1,-3.948157281E-2,2.458625287E-1,9.934401512E0,9.937521853E0
7.054718300E-1,-7.776673883E-2,2.554338276E-1,9.948758125E0,9.952340546E0
7.079641220E-1,-2.512463741E-2,2.554338276E-1,9.920044899E0,9.923364776E0
7.104564140E-1,-3.469592705E-2,2.697907388E-1,9.867402077E0,9.871150622E0
7.129487050E-1,-3.469592705E-2,2.793620527E-1,9.934401512E0,9.938389224E0
7.154417260E-1,-2.033899166E-2,2.554338276E-1,1.000139999E1,1.000468200E1
7.179615700E-1,8.374879137E-3,2.410768867E-1,1.001097202E1,1.001387782E1
7.204545910E-1,-2.991028316E-2,2.937189937E-1,1.000139999E1,1.000575671E1
7.229476110E-1,-2.033899166E-2,2.602194548E-1,1.000139999E1,1.000480533E1
7.254405800E-1,-1.076770201E-2,2.171486616E-1,9.963115692E0,9.965487634E0
7.279336010E-1,-2.512463741E-2,2.219343036E-1,9.977472305E0,9.979971928E0
7.304266740E-1,-2.512463741E-2,2.219343036E-1,1.001575756E1,1.001824763E1
7.329196950E-1,-2.991028316E-2,2.697907388E-1,1.003011417E1,1.003378652E1
7.354125590E-1,-2.512463741E-2,2.554338276E-1,1.002054310E1,1.002382969E1
7.379003200E-1,8.374879137E-3,2.602194548E-1,1.002054310E1,1.002392479E1
7.403931840E-1,-2.033899166E-2,2.841476798E-1,1.001575756E1,1.001980804E1
7.428860490E-1,-2.991028316E-2,2.123630047E-1,1.001575756E1,1.001805331E1
7.453788610E-1,-1.076770201E-2,2.410768867E-1,9.991828918E0,9.994742575E0
7.478717260E-1,8.374879137E-3,2.554338276E-1,9.943972588E0,9.947256275E0
7.503646430E-1,-2.512463741E-2,2.362912297E-1,9.905687332E0,9.908537042E0
7.528575070E-1,-1.196411322E-3,2.793620527E-1,9.876974106E0,9.880924151E0
7.553500070E-1,-3.948157281E-2,2.889333367E-1,9.910472870E0,9.914762416E0
7.578287050E-1,2.751746029E-2,2.841476798E-1,9.934401512E0,9.938502428E0
7.603212050E-1,9.930214286E-2,3.463610709E-1,1.001575756E1,1.002223660E1
7.628137050E-1,2.428714931E-1,5.288137794E-1,1.011147022E1,1.012820125E1
7.653061530E-1,2.961117923E-1,6.388836503E-1,1.017428207E1,1.019862100E1
7.677986530E-1,2.380858511E-1,5.479564071E-1,1.007797050E1,1.009566395E1
7.702911530E-1,1.280160099E-1,3.990031779E-1,9.991828918E0,1.000061182E1
7.727836010E-1,-1.555334684E-2,3.320041299E-1,9.795618057E0,9.801255112E0
7.752765180E-1,2.751746029E-2,3.607180119E-1,9.589835167E0,9.596656356E0
7.777776640E-1,-7.298108935E-2,4.564309120E-1,9.556335449E0,9.567507650E0
7.802787570E-1,4.187439755E-2,4.229314029E-1,9.752547264E0,9.761803244E0
7.827716740E-1,4.666004330E-2,2.554338276E-1,9.953543663E0,9.956930001E0
7.852645910E-1,-1.064806059E-1,1.597209126E-1,9.843474388E0,9.845345952E0
7.877575070E-1,-1.591227055E-1,2.315055877E-1,9.766903877E0,9.770942955E0
7.902504760E-1,-9.212367237E-2,2.267199457E-1,9.910472870E0,9.913493895E0
7.927433930E-1,-2.991028316E-2,2.602194548E-1,1.002532864E1,1.002874983E1
7.952363610E-1,-1.016949639E-1,2.171486616E-1,1.003489971E1,1.003776408E1
7.977300590E-1,-8.733802289E-2,1.788634956E-1,9.934401512E0,9.936395397E0
8.002237050E-1,-1.160518974E-1,2.075773627E-1,9.963115692E0,9.965953577E0
8.027166740E-1,-5.383851007E-2,2.315055877E-1,1.003489971E1,1.003771416E1
