"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.539945500E-1,-1.555334684E-2,2.650051117E-1,1.008275604E1,1.008625000E1
2.564851230E-1,-8.733802289E-2,2.554338276E-1,1.005404282E1,1.005766630E1
2.589984570E-1,-4.426721856E-2,2.315055877E-1,9.977472305E0,9.980255910E0
2.614890300E-1,-2.991028316E-2,2.315055877E-1,1.003011417E1,1.003283010E1
2.639795500E-1,-2.512463741E-2,2.506481707E-1,9.987043381E0,9.990219779E0
2.664700710E-1,-4.426721856E-2,2.745763958E-1,9.943972588E0,9.947861208E0
2.689606440E-1,-2.033899166E-2,2.506481707E-1,9.905687332E0,9.908878832E0
2.714512170E-1,-4.905286431E-2,2.745763958E-1,9.829116821E0,9.833073572E0
2.739417900E-1,-3.469592705E-2,2.650051117E-1,9.910472870E0,9.914076055E0
2.764330920E-1,-4.426721856E-2,2.602194548E-1,9.900901794E0,9.904419725E0
2.789284050E-1,-3.948157281E-2,2.697907388E-1,9.900901794E0,9.904655581E0
2.814197070E-1,-6.340979785E-2,2.650051117E-1,9.915258408E0,9.919001855E0
2.839110090E-1,-4.426721856E-2,2.793620527E-1,9.848259926E0,9.852320859E0
2.864022590E-1,-6.819544733E-2,2.841476798E-1,9.876974106E0,9.881295867E0
2.888935610E-1,-7.298108935E-2,2.745763958E-1,9.857831001E0,9.861924279E0
2.913848630E-1,-5.862415582E-2,2.554338276E-1,9.896116257E0,9.899585860E0
2.938761650E-1,-5.862415582E-2,2.410768867E-1,9.929615974E0,9.932715050E0
2.963677280E-1,-5.862415582E-2,2.745763958E-1,9.905687332E0,9.909665510E0
2.988606960E-1,-6.819544733E-2,2.458625287E-1,9.939187050E0,9.942461376E0
3.013522590E-1,-4.426721856E-2,2.697907388E-1,1.001575756E1,1.001948832E1
3.038438210E-1,-2.512463741E-2,2.267199457E-1,1.002532864E1,1.002792339E1
3.063353320E-1,-5.862415582E-2,2.554338276E-1,9.987043381E0,9.990481406E0
3.088268940E-1,-7.776673883E-2,2.554338276E-1,1.000618649E1,1.000974835E1
3.113184570E-1,-5.862415582E-2,2.362912297E-1,1.001097202E1,1.001393185E1
3.138100190E-1,-3.469592705E-2,2.458625287E-1,1.003011417E1,1.003318706E1
3.163015820E-1,-4.426721856E-2,2.410768867E-1,1.003489971E1,1.003789270E1
3.187931440E-1,-6.340979785E-2,2.315055877E-1,9.967901230E0,9.970790870E0
3.212828320E-1,-2.512463741E-2,2.410768867E-1,9.924830437E0,9.927789709E0
3.237573110E-1,-6.819544733E-2,2.506481707E-1,9.977472305E0,9.980853106E0
3.262469980E-1,-8.733802289E-2,2.506481707E-1,1.001097202E1,1.001449017E1
3.287366860E-1,-3.469592705E-2,2.362912297E-1,9.943972588E0,9.946840110E0
3.312263210E-1,-8.255238086E-2,2.506481707E-1,9.958329201E0,9.961825128E0
3.337160090E-1,-2.991028316E-2,2.985046208E-1,9.920044899E0,9.924580114E0
3.362057480E-1,-7.298108935E-2,2.745763958E-1,9.862616539E0,9.866707831E0
3.386954360E-1,-4.905286431E-2,2.602194548E-1,9.872187614E0,9.875738385E0
3.411883530E-1,-8.733802289E-2,2.506481707E-1,9.891330719E0,9.894891401E0
3.436984570E-1,-7.298108935E-2,2.554338276E-1,9.896116257E0,9.899681290E0
3.461913730E-1,-4.905286431E-2,2.697907388E-1,9.833903313E0,9.837725733E0
3.486842900E-1,-8.255238086E-2,2.650051117E-1,9.881759644E0,9.885657098E0
3.511771550E-1,-3.948157281E-2,2.506481707E-1,9.872187614E0,9.875447919E0
3.536700710E-1,-5.862415582E-2,2.602194548E-1,9.805189133E0,9.808816691E0
3.561629880E-1,-4.905286431E-2,2.650051117E-1,9.853045464E0,9.856730634E0
3.586539780E-1,-9.212367237E-2,2.937189937E-1,9.876974106E0,9.881769837E0
3.611406440E-1,-5.862415582E-2,2.315055877E-1,9.881759644E0,9.884644924E0
3.636272590E-1,-5.383851007E-2,2.554338276E-1,9.948758125E0,9.952182337E0
3.661182480E-1,-3.948157281E-2,2.410768867E-1,9.910472870E0,9.913483210E0
3.686091860E-1,-2.512463741E-2,2.458625287E-1,9.915258408E0,9.918338012E0
3.711001230E-1,-2.512463741E-2,2.745763958E-1,9.953543663E0,9.957361844E0
3.735911130E-1,-3.948157281E-2,2.506481707E-1,9.963115692E0,9.966346251E0
3.760820500E-1,-3.469592705E-2,2.362912297E-1,9.967901230E0,9.970761871E0
3.785736650E-1,-1.076770201E-2,3.032902777E-1,9.948758125E0,9.953385814E0
3.810667900E-1,-3.469592705E-2,2.602194548E-1,9.948758125E0,9.952221170E0
3.835599150E-1,-1.076770201E-2,2.458625287E-1,1.001097202E1,1.001399646E1
3.860515300E-1,-4.426721856E-2,2.554338276E-1,9.982257843E0,9.985623549E0
3.885431960E-1,-1.555334684E-2,2.889333367E-1,9.972686768E0,9.976883569E0
3.910348110E-1,-2.991028316E-2,2.554338276E-1,9.977472305E0,9.980786275E0
3.935264250E-1,-1.076770201E-2,2.793620527E-1,9.972686768E0,9.976604656E0
3.960179880E-1,-2.033899166E-2,2.697907388E-1,1.000139999E1,1.000505885E1
3.985094460E-1,-2.512463741E-2,2.650051117E-1,9.939187050E0,9.942751036E0
4.010004880E-1,-3.469592705E-2,2.362912297E-1,9.967901230E0,9.970761871E0
4.034914780E-1,-3.948157281E-2,2.697907388E-1,9.939187050E0,9.942926383E0
4.059829360E-1,-1.196411322E-3,2.937189937E-1,9.934401512E0,9.938742661E0
4.084742900E-1,-5.383851007E-2,2.889333367E-1,9.939187050E0,9.943531579E0
4.109657480E-1,-3.948157281E-2,2.410768867E-1,9.953543663E0,9.956540981E0
4.134572070E-1,-3.948157281E-2,2.650051117E-1,9.920044899E0,9.923662494E0
4.159486130E-1,-3.469592705E-2,2.697907388E-1,9.900901794E0,9.904637661E0
4.184400710E-1,-4.426721856E-2,2.602194548E-1,9.943972588E0,9.947475286E0
4.209315300E-1,-2.033899166E-2,2.602194548E-1,9.910472870E0,9.913909438E0
4.234229360E-1,-5.862415582E-2,2.793620527E-1,9.891330719E0,9.895448617E0
4.259131960E-1,-2.033899166E-2,2.506481707E-1,9.948758125E0,9.951935812E0
4.283933530E-1,-3.469592705E-2,2.841476798E-1,9.943972588E0,9.948092005E0
4.308836130E-1,-3.948157281E-2,2.554338276E-1,9.915258408E0,9.918626645E0
4.333738730E-1,-1.196411322E-3,2.650051117E-1,9.972686768E0,9.976207220E0
4.358640820E-1,-3.469592705E-2,2.554338276E-1,9.963115692E0,9.966449947E0
4.383543420E-1,-5.862415582E-2,2.745763958E-1,9.943972588E0,9.947935455E0
4.408446030E-1,-4.426721856E-2,2.554338276E-1,9.943972588E0,9.947351248E0
4.433348630E-1,-1.555334684E-2,2.554338276E-1,9.967901230E0,9.971185650E0
4.458251230E-1,-4.426721856E-2,2.410768867E-1,9.948758125E0,9.951777022E0
4.483153840E-1,-4.905286431E-2,2.697907388E-1,9.991828918E0,9.995590946E0
4.508070500E-1,-3.948157281E-2,2.697907388E-1,9.939187050E0,9.942926383E0
4.533103840E-1,-3.948157281E-2,2.410768867E-1,9.953543663E0,9.956540981E0
4.558020500E-1,-1.555334684E-2,2.554338276E-1,9.996614456E0,9.999889446E0
4.582937170E-1,-6.340979785E-2,2.362912297E-1,9.996614456E0,9.999607739E0
4.607853320E-1,-2.991028316E-2,2.697907388E-1,9.987043381E0,9.990731563E0
4.632769980E-1,-5.862415582E-2,2.602194548E-1,9.987043381E0,9.990604909E0
4.657686650E-1,-2.991028316E-2,2.554338276E-1,9.934401512E0,9.937729845E0
4.682601230E-1,-3.948157281E-2,1.932204217E-1,9.910472870E0,9.912434889E0
4.707485090E-1,-3.948157281E-2,2.027917206E-1,9.896116257E0,9.898272589E0
4.732368420E-1,-4.426721856E-2,2.554338276E-1,9.915258408E0,9.918646849E0
4.757283000E-1,-2.512463741E-2,2.602194548E-1,9.972686768E0,9.976112809E0
4.782197590E-1,-2.033899166E-2,2.410768867E-1,9.924830437E0,9.927778751E0
4.807112170E-1,-1.076770201E-2,2.985046208E-1,9.896116257E0,9.900623108E0
4.832026750E-1,-3.948157281E-2,2.650051117E-1,9.886545181E0,9.890175030E0
4.856941860E-1,-2.033899166E-2,2.602194548E-1,9.929615974E0,9.933045919E0
4.881856440E-1,-1.196411322E-3,2.745763958E-1,9.862616539E0,9.866437991E0
4.906771550E-1,-5.383851007E-2,2.410768867E-1,9.896116257E0,9.899198635E0
4.931686130E-1,-1.076770201E-2,2.506481707E-1,9.896116257E0,9.899295804E0
4.956596550E-1,-2.512463741E-2,2.602194548E-1,9.905687332E0,9.909136538E0
4.981293420E-1,-4.426721856E-2,2.985046208E-1,9.910472870E0,9.915066167E0
5.006203840E-1,-3.948157281E-2,2.315055877E-1,9.934401512E0,9.937177015E0
5.031113730E-1,-1.555334684E-2,2.889333367E-1,9.996614456E0,1.000080122E1
5.056023630E-1,-2.512463741E-2,2.793620527E-1,1.013599682E1,1.013987702E1
5.080934050E-1,-3.469592705E-2,2.745763958E-1,1.010189915E1,1.010568960E1
5.105844460E-1,-6.340979785E-2,2.602194548E-1,9.518050194E0,9.521817813E0
5.130754360E-1,-5.982056726E-3,2.602194548E-1,9.618548393E0,9.622069587E0
5.155671030E-1,-5.383851007E-2,2.793620527E-1,1.010668468E1,1.011068826E1
5.180802280E-1,-7.776673883E-2,2.267199457E-1,1.002054310E1,1.002340928E1
5.205718940E-1,2.273181453E-2,3.176472187E-1,9.915258408E0,9.920371252E0
5.230635090E-1,-4.905286431E-2,2.937189937E-1,1.010668468E1,1.011107078E1
5.255550710E-1,-1.160518974E-1,2.123630047E-1,1.003968525E1,1.004260156E1
5.280467380E-1,-1.076770201E-2,3.080759048E-1,9.891330719E0,9.896133088E0
5.305383530E-1,3.230310604E-2,2.937189937E-1,1.002054310E1,1.002489892E1
5.330300190E-1,1.794617064E-2,2.171486616E-1,1.004447079E1,1.004683378E1
5.355216860E-1,-3.469592705E-2,2.697907388E-1,9.939187050E0,9.942908531E0
5.380133000E-1,-3.948157281E-2,2.602194548E-1,9.929615974E0,9.933103561E0
5.405044980E-1,-7.298108935E-2,2.506481707E-1,9.829116821E0,9.832582989E0
5.429756960E-1,-4.905286431E-2,2.650051117E-1,9.738189697E0,9.741918316E0
5.454668940E-1,1.316052489E-2,2.985046208E-1,9.881759644E0,9.886275935E0
5.479580920E-1,-5.982056726E-3,2.745763958E-1,9.953543663E0,9.957331944E0
5.504492380E-1,-4.426721856E-2,2.745763958E-1,9.896116257E0,9.900023674E0
5.529404360E-1,-1.555334684E-2,2.793620527E-1,9.829116821E0,9.833098319E0
5.554316860E-1,-5.383851007E-2,3.032902777E-1,9.900901794E0,9.905692299E0
5.579228840E-1,-7.298108935E-2,2.554338276E-1,9.900901794E0,9.904465105E0
5.604139780E-1,-2.991028316E-2,2.602194548E-1,9.833903313E0,9.837391075E0
5.629011130E-1,-3.948157281E-2,2.889333367E-1,9.881759644E0,9.886061649E0
5.653922070E-1,-6.340979785E-2,2.650051117E-1,9.829116821E0,9.832893064E0
5.678833000E-1,-3.469592705E-2,2.745763958E-1,9.843474388E0,9.847364319E0
5.703743420E-1,-4.426721856E-2,2.650051117E-1,9.910472870E0,9.914114171E0
5.728654360E-1,-7.298108935E-2,2.697907388E-1,9.963115692E0,9.967035044E0
5.753565300E-1,-7.298108935E-2,2.889333367E-1,9.881759644E0,9.886252190E0
5.778483000E-1,-1.196411322E-3,2.602194548E-1,9.982257843E0,9.985649065E0
5.803519460E-1,-6.819544733E-2,2.458625287E-1,1.003489971E1,1.003814282E1
5.828555920E-1,-6.340979785E-2,2.554338276E-1,1.000139999E1,1.000486227E1
5.853473630E-1,-2.991028316E-2,3.032902777E-1,9.953543663E0,9.958208226E0
5.878391860E-1,-4.905286431E-2,2.697907388E-1,9.991828918E0,9.995590946E0
5.903309570E-1,-5.862415582E-2,2.602194548E-1,9.996614456E0,1.000017258E1
5.928227280E-1,-7.298108935E-2,2.602194548E-1,9.972686768E0,9.976348118E0
5.953145500E-1,-2.512463741E-2,2.602194548E-1,9.939187050E0,9.942624635E0
5.978063210E-1,-4.905286431E-2,2.506481707E-1,9.915258408E0,9.918547272E0
6.002981440E-1,-5.982056726E-3,2.602194548E-1,9.987043381E0,9.990434697E0
6.027899150E-1,-6.340979785E-2,2.410768867E-1,9.987043381E0,9.990153871E0
6.052813730E-1,-6.819544733E-2,2.793620527E-1,9.934401512E0,9.938562631E0
6.077566340E-1,-4.426721856E-2,2.602194548E-1,9.872187614E0,9.875715774E0
6.102480920E-1,-7.298108935E-2,2.602194548E-1,9.920044899E0,9.923725671E0
6.127394980E-1,-9.212367237E-2,2.506481707E-1,9.963115692E0,9.966693813E0
6.152309050E-1,-6.340979785E-2,2.650051117E-1,9.915258408E0,9.919001855E0
6.177223630E-1,-7.298108935E-2,2.602194548E-1,9.848259926E0,9.851967518E0
6.202137690E-1,-4.905286431E-2,2.650051117E-1,9.853045464E0,9.856730634E0
6.227045500E-1,-1.064806059E-1,1.932204217E-1,9.862616539E0,9.865083742E0
6.251840820E-1,-1.064806059E-1,2.650051117E-1,9.881759644E0,9.885885872E0
6.276636130E-1,-9.690931439E-2,2.841476798E-1,9.920044899E0,9.924586748E0
6.301543940E-1,-1.160518974E-1,2.650051117E-1,9.939187050E0,9.943396551E0
6.326451750E-1,-9.212367237E-2,2.267199457E-1,9.987043381E0,9.990041251E0
6.351359050E-1,-7.776673883E-2,2.171486616E-1,9.977472305E0,9.980138016E0
6.376266860E-1,-7.776673883E-2,2.267199457E-1,9.943972588E0,9.946860833E0
6.401174670E-1,-7.776673883E-2,2.602194548E-1,9.915258408E0,9.918977322E0
6.426082480E-1,-7.776673883E-2,2.458625287E-1,9.948758125E0,9.952099491E0
6.450990300E-1,-6.819544733E-2,2.458625287E-1,9.929615974E0,9.932893456E0
6.475898110E-1,-1.399801224E-1,2.506481707E-1,9.967901230E0,9.972034590E0
6.500811650E-1,-3.948157281E-2,2.745763958E-1,9.963115692E0,9.966976738E0
6.525981960E-1,-9.690931439E-2,2.697907388E-1,9.982257843E0,9.986373221E0
6.550895500E-1,-9.212367237E-2,2.745763958E-1,9.943972588E0,9.948189272E0
6.575808530E-1,-1.016949639E-1,2.602194548E-1,9.972686768E0,9.976599491E0
6.600721550E-1,-6.340979785E-2,2.458625287E-1,9.972686768E0,9.975918532E0
6.625635090E-1,-5.383851007E-2,2.602194548E-1,9.934401512E0,9.937954828E0
6.650548110E-1,-6.819544733E-2,2.602194548E-1,9.939187050E0,9.942826761E0
6.675461650E-1,-1.064806059E-1,2.745763958E-1,9.991828918E0,9.996168038E0
6.700377800E-1,-5.862415582E-2,2.937189937E-1,9.929615974E0,9.934132123E0
6.725293940E-1,-1.016949639E-1,3.128615618E-1,9.872187614E0,9.877667362E0
6.750207480E-1,-9.212367237E-2,2.315055877E-1,9.920044899E0,9.923173505E0
6.775120500E-1,-5.383851007E-2,2.171486616E-1,9.977472305E0,9.979980247E0
6.800033530E-1,-7.298108935E-2,2.697907388E-1,9.934401512E0,9.938332188E0
6.824947070E-1,-1.016949639E-1,2.985046208E-1,9.939187050E0,9.944188558E0
6.849860610E-1,-2.991028316E-2,2.745763958E-1,9.943972588E0,9.947807680E0
6.874774150E-1,-1.076770201E-2,2.458625287E-1,9.953543663E0,9.956585548E0
6.899687690E-1,-6.819544733E-2,2.841476798E-1,9.924830437E0,9.929131368E0
6.924600710E-1,-6.340979785E-2,2.362912297E-1,9.943972588E0,9.946981712E0
6.949511650E-1,-6.819544733E-2,2.458625287E-1,9.934401512E0,9.937677415E0
6.974300710E-1,-5.383851007E-2,2.506481707E-1,9.948758125E0,9.952060657E0
6.999211650E-1,-2.991028316E-2,3.080759048E-1,9.982257843E0,9.987055474E0
7.024122070E-1,-3.948157281E-2,2.650051117E-1,9.963115692E0,9.966717654E0
7.049032480E-1,-3.948157281E-2,2.889333367E-1,9.943972588E0,9.948247689E0
7.073943420E-1,-2.991028316E-2,2.841476798E-1,9.958329201E0,9.962427164E0
7.098854360E-1,-5.383851007E-2,2.410768867E-1,9.963115692E0,9.966177349E0
7.123765300E-1,-3.948157281E-2,2.554338276E-1,9.963115692E0,9.966467756E0
7.148678320E-1,-7.776673883E-2,2.458625287E-1,9.929615974E0,9.932963780E0
7.173664780E-1,-3.469592705E-2,2.841476798E-1,9.953543663E0,9.957659121E0
7.198577800E-1,-2.512463741E-2,2.650051117E-1,9.958329201E0,9.961886339E0
7.223490820E-1,-5.383851007E-2,2.745763958E-1,9.943972588E0,9.947908404E0
7.248403320E-1,-3.469592705E-2,2.841476798E-1,9.953543663E0,9.957659121E0
7.273316340E-1,-2.512463741E-2,2.793620527E-1,9.934401512E0,9.938360419E0
7.298228840E-1,-4.426721856E-2,2.841476798E-1,9.910472870E0,9.914644320E0
7.323136650E-1,-6.340979785E-2,2.697907388E-1,9.948758125E0,9.952617549E0
7.347954360E-1,-3.469592705E-2,2.602194548E-1,9.953543663E0,9.957005043E0
7.372771550E-1,-2.991028316E-2,2.793620527E-1,9.972686768E0,9.976643681E0
7.397679360E-1,-1.555334684E-2,2.697907388E-1,9.958329201E0,9.961995253E0
7.422586650E-1,-6.340979785E-2,2.267199457E-1,9.929615974E0,9.932406362E0
7.447493940E-1,-4.426721856E-2,2.841476798E-1,9.948758125E0,9.952913530E0
7.472401750E-1,-2.512463741E-2,2.410768867E-1,9.915258408E0,9.918220536E0
7.497309050E-1,-5.383851007E-2,2.458625287E-1,9.972686768E0,9.975862285E0
7.522216860E-1,-3.948157281E-2,2.362912297E-1,9.943972588E0,9.946857954E0
7.547124670E-1,-1.555334684E-2,2.841476798E-1,9.953543663E0,9.957610821E0
7.572031960E-1,-4.905286431E-2,2.650051117E-1,9.934401512E0,9.938056515E0
7.596942380E-1,-5.383851007E-2,2.985046208E-1,9.958329201E0,9.962947559E0
7.621977800E-1,-1.555334684E-2,2.602194548E-1,9.920044899E0,9.923469498E0
7.646888210E-1,-6.819544733E-2,2.697907388E-1,9.920044899E0,9.923947222E0
7.671798110E-1,-1.555334684E-2,2.602194548E-1,9.929615974E0,9.933037273E0
7.696708000E-1,-4.905286431E-2,2.697907388E-1,9.910472870E0,9.914265769E0
7.721618420E-1,-7.298108935E-2,2.889333367E-1,9.929615974E0,9.934086879E0
7.746528840E-1,-2.991028316E-2,2.315055877E-1,9.958329201E0,9.961064699E0
7.771434050E-1,-3.948157281E-2,2.410768867E-1,9.943972588E0,9.946972790E0
7.796253320E-1,-6.340979785E-2,2.793620527E-1,9.905687332E0,9.909828731E0
7.821072070E-1,-4.426721856E-2,2.937189937E-1,9.929615974E0,9.934057773E0
7.845977280E-1,-1.016949639E-1,2.650051117E-1,9.982257843E0,9.986292666E0
7.870882480E-1,-2.033899166E-2,2.841476798E-1,9.963115692E0,9.967187561E0
7.895787170E-1,-5.383851007E-2,2.650051117E-1,9.943972588E0,9.947648824E0
7.920692380E-1,-4.905286431E-2,2.458625287E-1,9.963115692E0,9.966269556E0
7.945597590E-1,-1.555334684E-2,2.506481707E-1,9.958329201E0,9.961495213E0
7.970502800E-1,-5.862415582E-2,2.841476798E-1,9.934401512E0,9.938637236E0
7.995408000E-1,-8.733802289E-2,3.176472187E-1,9.958329201E0,9.963776802E0
8.020313210E-1,-7.298108935E-2,2.554338276E-1,9.948758125E0,9.952304302E0
8.045223110E-1,-4.905286431E-2,2.458625287E-1,9.934401512E0,9.937564489E0
