"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.009289271E0,1.328016520E-1,-4.001995921E-1,9.805189133E0,9.814251368E0
2.011783750E0,5.623133108E-2,-4.671986103E-1,9.891330719E0,9.902517856E0
2.014277709E0,2.093719840E-1,-4.097708762E-1,1.003011417E1,1.004066428E1
2.016752813E0,1.950150430E-1,-3.523431420E-1,1.027478027E1,1.028266922E1
2.019246771E0,1.950150430E-1,-3.858426511E-1,1.009711361E1,1.010636476E1
2.021740729E0,2.961117923E-1,-2.709871531E-1,1.038006496E1,1.038782291E1
2.024234688E0,2.817548811E-1,-5.084748194E-2,9.920044899E0,9.924175637E0
2.026728646E0,2.769692242E-1,-2.422732860E-1,1.049491978E1,1.050136893E1
2.029222656E0,2.093719840E-1,-2.991028363E-3,9.575477600E0,9.577766798E0
2.031716615E0,2.673979402E-1,-3.649054468E-2,1.007797050E1,1.008158334E1
2.034210573E0,2.961117923E-1,1.794616925E-3,9.652048111E0,9.656589364E0
2.036704531E0,2.721835673E-1,-5.563312769E-2,1.007797050E1,1.008179887E1
2.039198646E0,8.973085135E-2,-1.369891018E-1,9.766903877E0,9.768276664E0
2.041695521E0,1.040877849E-1,1.136590727E-2,1.006839943E1,1.006894386E1
2.044192396E0,1.758724600E-1,-2.135594189E-1,1.028435135E1,1.028807180E1
2.046686511E0,4.187439755E-2,-8.434699476E-2,9.848259926E0,9.848710141E0
2.049180521E0,-5.982056726E-3,-4.127619043E-2,9.776474953E0,9.776563916E0
2.051674636E0,-6.819544733E-2,-3.332005441E-1,9.786046028E0,9.791954355E0
2.054168750E0,-1.064806059E-1,-1.369891018E-1,9.427123070E0,9.428719611E0
2.056662813E0,-1.399801224E-1,-3.284149170E-1,1.024128056E1,1.024750107E1
2.059156927E0,-9.690931439E-2,-3.571287692E-1,1.013599682E1,1.014274933E1
2.061650990E0,-1.782652885E-1,-2.997010350E-1,1.000139999E1,1.000747726E1
2.064144479E0,-2.165504545E-1,-5.054838061E-1,9.924830437E0,9.940053681E0
2.066624688E0,-1.399801224E-1,-3.762713671E-1,1.000139999E1,1.000945435E1
2.069104844E0,-2.213360965E-1,-4.049852192E-1,9.829116821E0,9.839946147E0
2.071598334E0,-1.686939895E-1,-4.384847581E-1,1.012582684E1,1.013672016E1
2.074091823E0,-1.543370634E-1,-2.279163599E-1,9.943972588E0,9.947781492E0
2.076585313E0,-2.931207716E-1,-4.336991012E-1,1.014556789E1,1.015906308E1
2.079078854E0,-3.170489967E-1,-2.422732860E-1,9.723833084E0,9.732016557E0
2.081572344E0,-2.117647976E-1,-2.422732860E-1,9.934401512E0,9.939611365E0
2.084066459E0,-3.026920557E-1,-3.714857101E-1,9.790832520E0,9.802551991E0
2.086571198E0,-2.644068897E-1,-4.289134443E-1,1.030349445E1,1.031580708E1
2.089075886E0,-3.170489967E-1,-4.241278172E-1,9.905687332E0,9.919830946E0
2.091570000E0,-3.457628787E-1,-4.336991012E-1,1.037527943E1,1.039009481E1
2.094064063E0,-3.122633696E-1,-3.619144261E-1,9.742975235E0,9.754694095E0
2.096558177E0,-2.356930375E-1,-3.475574851E-1,1.002054310E1,1.002933853E1
2.099052344E0,-2.452643216E-1,-3.906283081E-1,1.003011417E1,1.004071389E1
2.101546459E0,-3.218346536E-1,-6.400800347E-1,1.017906761E1,1.020424899E1
2.104040573E0,-2.500499785E-1,-4.001995921E-1,9.896116257E0,9.907360984E0
2.106534740E0,-2.117647976E-1,-4.767699242E-1,9.733404160E0,9.747374540E0
2.109029063E0,-1.447657645E-1,-3.954139352E-1,1.000618649E1,1.001504255E1
2.111528177E0,-2.356930375E-1,-7.980063558E-1,1.055713367E1,1.058987426E1
2.114027292E0,-2.021935135E-1,-6.544370055E-1,1.011625576E1,1.013941816E1
2.116521615E0,-2.548356056E-1,-3.284149170E-1,9.546764374E0,9.555810146E0
2.119015938E0,-1.351944804E-1,-6.735795736E-1,9.742975235E0,9.767167113E0
2.121510261E0,-9.212367237E-2,-4.719842672E-1,9.876974106E0,9.888673996E0
2.124004636E0,-2.165504545E-1,-3.714857101E-1,9.819545746E0,9.828955915E0
2.126498959E0,-1.686939895E-1,-5.150550604E-1,1.038006496E1,1.039420454E1
2.128993281E0,-1.208375469E-1,-5.491527915E-1,9.867402077E0,9.883410051E0
2.131487604E0,-1.112662554E-1,-4.528416991E-1,9.575477600E0,9.586825181E0
2.133981823E0,-6.340979785E-2,-5.300102234E-1,1.030827999E1,1.032209126E1
2.136473229E0,-9.690931439E-2,-4.097708762E-1,9.972686768E0,9.981572268E0
2.138964636E0,-1.543370634E-1,-4.815555513E-1,9.853045464E0,9.866013409E0
2.141458854E0,-7.298108935E-2,-6.640082598E-1,1.013599682E1,1.015798527E1
2.143953021E0,-1.016949639E-1,-5.300102234E-1,9.766903877E0,9.781802699E0
2.146447188E0,-5.982056726E-3,-4.815555513E-1,9.977472305E0,9.989088304E0
2.148941406E0,-9.212367237E-2,-6.879364848E-1,1.006839943E1,1.009229461E1
2.151435625E0,-4.426721856E-2,-6.257231236E-1,1.004447079E1,1.006403907E1
2.153929844E0,-1.016949639E-1,-6.592226624E-1,9.857831001E0,9.880371877E0
2.156424063E0,-1.256231815E-1,-7.932206988E-1,1.003968525E1,1.007175557E1
2.158918281E0,-4.905286431E-2,-6.257231236E-1,9.920044899E0,9.939880603E0
2.161411823E0,-7.776673883E-2,-3.714857101E-1,9.565906525E0,9.573432871E0
2.163874688E0,-1.830509305E-1,-3.954139352E-1,9.742975235E0,9.752713789E0
2.166368229E0,-2.644068897E-1,-5.635097623E-1,1.010668468E1,1.012583476E1
2.168861771E0,-2.021935135E-1,-3.810569942E-1,1.000139999E1,1.001069870E1
2.171355313E0,-1.256231815E-1,-5.252245665E-1,9.953543663E0,9.968183058E0
2.173848854E0,-1.830509305E-1,-5.970092416E-1,1.005404282E1,1.007341574E1
2.176342448E0,-2.787638307E-1,-4.336991012E-1,9.862616539E0,9.876082684E0
2.178835990E0,-3.314059377E-1,-5.539384484E-1,1.004447079E1,1.006519106E1
2.181329584E0,-2.596212626E-1,-5.443671346E-1,9.896116257E0,9.914477079E0
2.183823125E0,-2.979064286E-1,-5.300102234E-1,9.757332802E0,9.776257079E0
2.186317084E0,-3.409772217E-1,-4.432703853E-1,9.843474388E0,9.859347957E0
2.188829115E0,-3.170489967E-1,-5.054838061E-1,1.009711361E1,1.011472873E1
2.191323073E0,-2.739782035E-1,-5.300102234E-1,1.011147022E1,1.012905746E1
2.193817031E0,-2.931207716E-1,-4.959124923E-1,1.006361389E1,1.008008797E1
2.196310938E0,-3.409772217E-1,-4.432703853E-1,1.008754253E1,1.010303264E1
2.198804896E0,-2.500499785E-1,-4.528416991E-1,9.910472870E0,9.923964082E0
2.201298854E0,-2.787638307E-1,-4.576273263E-1,9.934401512E0,9.948842417E0
2.203792813E0,-2.500499785E-1,-3.667000830E-1,9.972686768E0,9.982558555E0
2.206286459E0,-2.931207716E-1,-4.145565331E-1,1.004925728E1,1.006207477E1
2.208769219E0,-2.644068897E-1,-3.810569942E-1,9.977472305E0,9.988246545E0
2.211262865E0,-3.266202807E-1,-5.300102234E-1,9.996614456E0,1.001598184E1
2.213756511E0,-3.218346536E-1,-4.719842672E-1,1.002054310E1,1.003681377E1
2.216250104E0,-3.266202807E-1,-5.054838061E-1,1.005404282E1,1.007203910E1
2.218743750E0,-2.691925466E-1,-5.682953596E-1,1.004925728E1,1.006891236E1
2.221237344E0,-3.122633696E-1,-5.252245665E-1,9.996614456E0,1.001527183E1
2.223730990E0,-2.644068897E-1,-4.719842672E-1,9.934401512E0,9.949121245E0
2.226224636E0,-2.452643216E-1,-4.384847581E-1,9.972686768E0,9.985334488E0
2.228718281E0,-2.452643216E-1,-4.528416991E-1,9.920044899E0,9.933403797E0
2.231212136E0,-2.261217386E-1,-3.762713671E-1,9.924830437E0,9.934534231E0
2.233716667E0,-1.591227055E-1,5.443671346E-2,9.896116257E0,9.897545168E0
2.236210521E0,-1.064806059E-1,5.383850932E-1,9.886545181E0,9.901766118E0
2.238704375E0,-1.256231815E-1,2.458625287E-1,9.915258408E0,9.919101716E0
2.241198229E0,-1.926222295E-1,2.793620527E-1,9.958329201E0,9.964108939E0
2.243692084E0,-5.862415582E-2,2.889333367E-1,9.934401512E0,9.938775210E0
2.246185990E0,-1.351944804E-1,2.793620527E-1,9.948758125E0,9.953597789E0
2.248679844E0,-1.399801224E-1,2.602194548E-1,9.920044899E0,9.924444538E0
2.251173281E0,-1.543370634E-1,2.315055877E-1,9.910472870E0,9.914377806E0
2.253651979E0,-1.495514214E-1,2.123630047E-1,9.881759644E0,9.885172600E0
2.256145417E0,-1.591227055E-1,1.788634956E-1,9.872187614E0,9.875089897E0
2.258638854E0,-1.591227055E-1,1.932204217E-1,9.934401512E0,9.937554406E0
2.261132292E0,-1.495514214E-1,2.602194548E-1,9.987043381E0,9.991552196E0
2.263625729E0,-1.256231815E-1,2.315055877E-1,1.000139999E1,1.000486771E1
2.266119167E0,-1.304088384E-1,2.315055877E-1,9.991828918E0,9.995361246E0
2.268612604E0,-1.256231815E-1,2.219343036E-1,9.987043381E0,9.990298870E0
2.271106042E0,-1.639083475E-1,1.692921966E-1,1.002054310E1,1.002331331E1
2.273599479E0,-1.256231815E-1,1.214357466E-1,9.943972588E0,9.945507461E0
2.276093177E0,-9.212367237E-2,-3.649054468E-2,9.924830437E0,9.925325059E0
2.278592344E0,-8.255238086E-2,-3.427718580E-1,9.891330719E0,9.897612381E0
2.281091459E0,-1.256231815E-1,-6.783652306E-1,9.934401512E0,9.958327870E0
2.283585156E0,-1.112662554E-1,-7.597211599E-1,1.009711361E1,1.012626583E1
2.286078750E0,-6.340979785E-2,-7.214360237E-1,1.010189915E1,1.012782588E1
2.288572448E0,-3.469592705E-2,-6.783652306E-1,1.012104130E1,1.014380896E1
2.291066146E0,-1.974078715E-1,-6.879364848E-1,1.008754253E1,1.011289972E1
2.293559792E0,-2.069791555E-1,-5.682953596E-1,1.000139999E1,1.001967074E1
2.296053490E0,-9.690931439E-2,-5.054838061E-1,9.920044899E0,9.933387946E0
2.298547136E0,-1.447657645E-1,-3.332005441E-1,9.910472870E0,9.917129233E0
2.301040990E0,-1.447657645E-1,-8.913264424E-2,9.991828918E0,9.993275083E0
2.303539636E0,-1.926222295E-1,-6.999006122E-2,9.991828918E0,9.993930511E0
2.306038229E0,-1.878365725E-1,-3.170489892E-2,9.958329201E0,9.960151015E0
2.308532084E0,-3.122633696E-1,1.136590727E-2,9.915258408E0,9.920180789E0
2.311025938E0,-2.883351147E-1,-1.734796353E-2,9.771689415E0,9.775957862E0
2.313519792E0,-2.931207716E-1,4.486542568E-2,9.776474953E0,9.780971076E0
2.316013698E0,-2.691925466E-1,-3.170489892E-2,9.853045464E0,9.856773039E0
2.318507604E0,-3.074777126E-1,-1.082752272E-1,9.920044899E0,9.925399582E0
2.321001459E0,-3.218346536E-1,-9.870393574E-2,1.003489971E1,1.004054442E1
2.323495313E0,-2.356930375E-1,-1.561316848E-1,9.953543663E0,9.957557922E0
2.325989115E0,-2.739782035E-1,-1.944168359E-1,1.003489971E1,1.004052161E1
2.328481719E0,-2.931207716E-1,-7.477571070E-2,1.007318497E1,1.007772626E1
2.330974271E0,-3.409772217E-1,-1.130608693E-1,9.972686768E0,9.979154753E0
2.333468073E0,-3.553341627E-1,-2.039881349E-1,9.790832520E0,9.799401765E0
2.335961927E0,-3.792623878E-1,-1.800599098E-1,9.896116257E0,9.905017844E0
2.338455729E0,-3.601198196E-1,-1.513460279E-1,1.000618649E1,1.001380846E1
2.340949531E0,-4.175475538E-1,-2.374876440E-1,1.007318497E1,1.008463196E1
2.343443334E0,-4.462614357E-1,-2.709871531E-1,9.929615974E0,9.943332274E0
2.345937136E0,-3.840480447E-1,-1.704886109E-1,9.943972588E0,9.952846331E0
2.348430990E0,-4.175475538E-1,-1.944168359E-1,1.010189915E1,1.011239389E1
2.350924844E0,-4.701896608E-1,-9.870393574E-2,1.009232807E1,1.010375706E1
2.353418959E0,-4.941178858E-1,-6.520441920E-2,9.939187050E0,9.951675402E0
2.355927344E0,-5.180460811E-1,-2.087737769E-1,9.886545181E0,9.902309521E0
2.358421459E0,-4.558327198E-1,-1.369891018E-1,9.881759644E0,9.893216016E0
2.360915573E0,-3.888336718E-1,-2.039881349E-1,9.991828918E0,1.000147229E1
2.363409688E0,-3.218346536E-1,-3.332005441E-1,9.781260490E0,9.792224310E0
2.365903802E0,-2.931207716E-1,-2.039881349E-1,1.002054310E1,1.002690455E1
2.368397969E0,-2.165504545E-1,-1.734796353E-2,1.020778179E1,1.021009325E1
2.370892084E0,-2.596212626E-1,-1.417747438E-1,9.991828918E0,9.996206701E0
2.373385886E0,-1.495514214E-1,5.922235921E-2,9.958329201E0,9.959628175E0
2.375868229E0,-1.016949639E-1,-9.391828626E-2,9.862616539E0,9.863587963E0
2.378362031E0,-9.212367237E-2,-2.566302419E-1,1.003968525E1,1.004338717E1
2.380855781E0,-1.734796464E-1,-2.949153781E-1,1.003968525E1,1.004551393E1
2.383349531E0,-2.069791555E-1,-8.434699476E-2,1.006839943E1,1.007087989E1
2.385843334E0,-1.926222295E-1,6.400800496E-2,9.953543663E0,9.955613080E0
2.388337136E0,-4.426721856E-2,2.572284266E-2,9.953543663E0,9.953675336E0
2.390830938E0,-2.033899166E-2,-2.135594189E-1,9.690333366E0,9.692707674E0
2.393324740E0,-7.298108935E-2,-1.848455518E-1,9.972686768E0,9.974666685E0
2.395818542E0,-1.543370634E-1,6.400800496E-2,1.012104130E1,1.012242036E1
2.398312188E0,-7.776673883E-2,1.070788130E-1,1.008754253E1,1.008841057E1
2.400798854E0,-5.383851007E-2,6.879365444E-2,9.814760208E0,9.815148959E0
2.403292500E0,1.088734269E-1,-4.606183618E-2,9.790832520E0,9.791546177E0
2.405786146E0,1.794617064E-2,-5.563312769E-2,9.934401512E0,9.934573494E0
2.408279740E0,-1.076770201E-2,3.050848842E-2,1.008275604E1,1.008280795E1
2.410773386E0,4.187439755E-2,4.965107143E-2,9.982257843E0,9.982469150E0
2.413267031E0,3.230310604E-2,-1.274178028E-1,9.920044899E0,9.920915763E0
2.415760677E0,-9.212367237E-2,-1.944168359E-1,9.896116257E0,9.898454508E0
2.418254844E0,-1.495514214E-1,4.486542568E-2,1.011625576E1,1.011746061E1
2.420766302E0,-1.555334684E-2,1.597209126E-1,1.007318497E1,1.007446316E1
2.423260469E0,8.374879137E-3,-1.178465188E-1,9.881759644E0,9.882465866E0
2.425754584E0,-7.776673883E-2,-1.226321608E-1,9.943972588E0,9.945032787E0
2.428248698E0,-5.982056726E-3,-1.226321608E-1,9.766903877E0,9.767675557E0
2.430742865E0,-9.212367237E-2,2.572284266E-2,1.005404282E1,1.005449777E1
2.433236979E0,-2.033899166E-2,-2.213360928E-2,9.876974106E0,9.877019847E0
2.435730729E0,-3.948157281E-2,-1.657029688E-1,9.747760773E0,9.749249015E0
2.438218281E0,-2.991028316E-2,-1.513460279E-1,9.843474388E0,9.844683249E0
2.440705834E0,-4.905286431E-2,6.400800496E-2,9.958329201E0,9.958655716E0
2.443199584E0,-6.340979785E-2,1.615155302E-2,1.015992451E1,1.016013522E1
2.445693386E0,1.316052489E-2,-1.734796353E-2,1.020778179E1,1.020780502E1
2.448187136E0,-9.690931439E-2,-4.127619043E-2,9.996614456E0,9.997169386E0
2.450680886E0,-2.991028316E-2,4.486542568E-2,9.819545746E0,9.819693793E0
2.453174688E0,-1.160518974E-1,5.443671346E-2,1.015035343E1,1.015116280E1
2.455668073E0,-1.555334684E-2,-1.082752272E-1,9.881759644E0,9.882365055E0
2.458154896E0,-6.819544733E-2,-2.087737769E-1,9.695118904E0,9.697606286E0
2.460641667E0,-1.399801224E-1,2.219343036E-1,1.024128056E1,1.024464136E1
2.463135052E0,-1.208375469E-1,-3.170489892E-2,1.009711361E1,1.009788642E1
2.465628386E0,-5.862415582E-2,-1.657029688E-1,9.498908043E0,9.500534105E0
2.468121771E0,-1.782652885E-1,2.572284266E-2,1.005404282E1,1.005565598E1
2.470615156E0,-1.591227055E-1,3.320041299E-1,1.024606609E1,1.025267854E1
2.473108490E0,-1.734796464E-1,7.836493850E-2,9.632905960E0,9.634786634E0
2.475602344E0,-1.304088384E-1,4.486542568E-2,9.637691498E0,9.638678166E0
2.478103906E0,-1.543370634E-1,3.367897868E-1,1.022213840E1,1.022884944E1
2.480605469E0,-7.776673883E-2,2.745763958E-1,9.977472305E0,9.981552658E0
2.483099323E0,-1.016949639E-1,4.486542568E-2,9.876974106E0,9.877599519E0
2.485593073E0,-1.686939895E-1,1.214357466E-1,9.929615974E0,9.931791264E0
2.488086927E0,-2.021935135E-1,1.214357466E-1,1.002532864E1,1.002810267E1
2.490580729E0,-2.069791555E-1,1.405783296E-1,9.939187050E0,9.942335835E0
2.493074531E0,-1.064806059E-1,1.136590727E-2,1.001097202E1,1.001154474E1
2.495567969E0,-1.351944804E-1,-1.256231871E-2,1.001575756E1,1.001667784E1
2.498054427E0,-1.495514214E-1,1.022931710E-1,9.915258408E0,9.916913774E0
2.500540886E0,-1.160518974E-1,1.794616925E-3,9.723833084E0,9.724525753E0
2.503034323E0,-1.208375469E-1,-6.520441920E-2,9.939187050E0,9.940135439E0
2.505527656E0,-1.064806059E-1,6.879365444E-2,1.005404282E1,1.005484200E1
2.508021094E0,-8.255238086E-2,1.932204217E-1,1.016949654E1,1.017166696E1
2.510514531E0,-5.982056726E-3,-1.178465188E-1,9.527621269E0,9.528351937E0
2.513007917E0,-9.212367237E-2,-2.279163599E-1,9.666405678E0,9.669531083E0
2.515501198E0,-1.591227055E-1,6.879365444E-2,1.028435135E1,1.028581233E1
2.517989063E0,-7.776673883E-2,1.070788130E-1,1.007318497E1,1.007405424E1
2.520482344E0,1.316052489E-2,-6.041877344E-2,9.805189133E0,9.805384111E0
2.522975573E0,-8.255238086E-2,-7.776673418E-3,1.029392338E1,1.029425733E1
2.525468802E0,-2.021935135E-1,2.458625287E-1,1.044706345E1,1.045191204E1
2.527962084E0,-1.351944804E-1,6.580262445E-3,9.561120987E0,9.562079030E0
2.530455313E0,-1.208375469E-1,-1.082752272E-1,9.489336014E0,9.490723008E0
2.532948594E0,-2.069791555E-1,6.400800496E-2,1.027478027E1,1.027706413E1
2.535442500E0,-2.033899166E-2,-5.563312769E-2,9.675976753E0,9.676158062E0
2.537936406E0,-1.543370634E-1,-1.256231871E-2,1.009711361E1,1.009830090E1
2.540429688E0,-1.495514214E-1,-6.041877344E-2,9.920044899E0,9.921356100E0
2.542922969E0,-1.064806059E-1,2.572284266E-2,1.008275604E1,1.008335109E1
2.545416250E0,-1.304088384E-1,9.272187948E-2,9.924830437E0,9.926120240E0
2.547909531E0,-1.256231815E-1,-1.992024779E-1,1.000618649E1,1.000895753E1
2.550402865E0,-1.160518974E-1,8.315058798E-2,9.843474388E0,9.844509642E0
2.552896302E0,-9.690931439E-2,9.750752151E-2,1.025085258E1,1.025177438E1
2.555391823E0,-6.819544733E-2,-3.649054468E-2,9.953543663E0,9.953844163E0
2.557887344E0,-3.469592705E-2,-1.734796353E-2,9.661619186E0,9.661697059E0
2.560380781E0,-8.733802289E-2,1.262213886E-1,1.000139999E1,1.000257775E1
2.562874167E0,-9.212367237E-2,-4.127619043E-2,1.007797050E1,1.007847607E1
2.565367604E0,-1.112662554E-1,9.272187948E-2,1.004925728E1,1.005030096E1
2.567860990E0,-5.383851007E-2,-4.606183618E-2,9.953543663E0,9.953795845E0
2.570354375E0,-9.212367237E-2,2.093719877E-2,9.867402077E0,9.867854320E0
2.572847656E0,-7.776673883E-2,4.965107143E-2,1.009232807E1,1.009274981E1
2.575339063E0,-1.543370634E-1,4.965107143E-2,9.843474388E0,9.844809454E0
2.577830417E0,-1.447657645E-1,-1.752742529E-1,9.675976753E0,9.678646823E0
2.580323698E0,-6.819544733E-2,-9.870393574E-2,9.814760208E0,9.815493418E0
2.582816927E0,-1.351944804E-1,4.486542568E-2,1.001575756E1,1.001677044E1
2.585310209E0,-1.926222295E-1,1.794616925E-3,1.033220863E1,1.033400415E1
2.587803542E0,-1.160518974E-1,-2.213360928E-2,9.742975235E0,9.743691517E0
2.590296875E0,-1.256231815E-1,-4.606183618E-2,9.800403595E0,9.801316927E0
2.592790156E0,-1.974078715E-1,-5.084748194E-2,9.843474388E0,9.845584968E0
2.595283490E0,-1.495514214E-1,1.022931710E-1,1.031306553E1,1.031465705E1
2.597776771E0,-7.298108935E-2,-4.127619043E-2,9.943972588E0,9.944326060E0
2.600270156E0,-2.033899166E-2,-2.991028363E-3,9.886545181E0,9.886566555E0
2.602767292E0,-1.830509305E-1,-3.170489892E-2,1.026999474E1,1.027167487E1
2.605260677E0,-5.383851007E-2,-7.776673418E-3,9.814760208E0,9.814910952E0
2.607754063E0,-1.196411322E-3,7.836493850E-2,1.001097202E1,1.001127881E1
2.610247396E0,-5.862415582E-2,2.093719877E-2,9.867402077E0,9.867598436E0
2.612740781E0,-1.447657645E-1,1.070788130E-1,9.987043381E0,9.988666502E0
2.615234167E0,-5.862415582E-2,5.443671346E-2,9.934401512E0,9.934723627E0
2.617727552E0,-8.255238086E-2,1.357926875E-1,1.004447079E1,1.004572785E1
2.620220938E0,-7.298108935E-2,1.794616925E-3,9.905687332E0,9.905956339E0
2.622714323E0,-1.016949639E-1,5.443671346E-2,9.977472305E0,9.978139046E0
2.625207031E0,-9.690931439E-2,1.310070455E-1,1.004925728E1,1.005057840E1
2.627668021E0,-1.016949639E-1,5.922235921E-2,9.666405678E0,9.667122006E0
2.630160729E0,-5.383851007E-2,1.310070455E-1,9.709476471E0,9.710509501E0
2.632653386E0,-1.555334684E-2,2.362912297E-1,9.948758125E0,9.951575940E0
2.635146042E0,-7.776673883E-2,7.357929647E-2,1.021256733E1,1.021312846E1
2.637638750E0,1.316052489E-2,-6.520441920E-2,9.809974670E0,9.810200194E0
2.640131459E0,-5.982056726E-3,1.794616925E-3,9.886545181E0,9.886547154E0
2.642624427E0,-2.512463741E-2,1.214357466E-1,1.015992451E1,1.016068127E1
2.645121979E0,-8.733802289E-2,1.357926875E-1,1.012104130E1,1.012232901E1
2.647619531E0,-3.469592705E-2,-4.606183618E-2,9.982257843E0,9.982424412E0
2.650112500E0,-1.064806059E-1,-1.178465188E-1,9.814760208E0,9.816045225E0
2.652605469E0,-1.591227055E-1,1.884347796E-1,1.007797050E1,1.008098791E1
2.655098386E0,-8.255238086E-2,1.166501045E-1,9.915258408E0,9.916288188E0
2.657591354E0,-2.069791555E-1,7.357929647E-2,9.848259926E0,9.850709510E0
2.660084323E0,-1.160518974E-1,-5.563312769E-2,9.742975235E0,9.743825199E0
2.662577292E0,-6.340979785E-2,-1.752742529E-1,9.987043381E0,9.988782576E0
2.665070261E0,-1.974078715E-1,2.027917206E-1,1.035613632E1,1.036000260E1
2.667563229E0,-1.495514214E-1,-2.991028363E-3,9.929615974E0,9.930742569E0
2.670056563E0,-1.543370634E-1,-1.178465188E-1,9.943972588E0,9.945868416E0
2.672566250E0,-1.208375469E-1,4.486542568E-2,9.905687332E0,9.906525937E0
2.675059584E0,-1.064806059E-1,6.580262445E-3,9.762118340E0,9.762701260E0
2.677552865E0,-2.261217386E-1,1.405783296E-1,1.009711361E1,1.010062357E1
2.680046146E0,-7.776673883E-2,-1.130608693E-1,9.594620705E0,9.595601956E0
2.682539479E0,-5.383851007E-2,-4.127619043E-2,1.011147022E1,1.011169780E1
2.685032813E0,-1.351944804E-1,2.267199457E-1,1.016949654E1,1.017292187E1
2.687526146E0,-5.862415582E-2,-1.226321608E-1,9.862616539E0,9.863553134E0
2.690019479E0,-2.644068897E-1,3.529413417E-2,1.030349445E1,1.030694691E1
2.692512761E0,-1.208375469E-1,-7.477571070E-2,9.809974670E0,9.811003830E0
2.695005469E0,-2.500499785E-1,3.529413417E-2,9.963115692E0,9.966315516E0
2.697484063E0,-2.787638307E-1,-2.662015259E-1,9.814760208E0,9.822326123E0
2.699962604E0,-2.213360965E-1,-1.369891018E-1,9.714262009E0,9.717748816E0
2.702455313E0,-2.787638307E-1,-2.213360928E-2,1.016949654E1,1.017334060E1
2.704947969E0,-2.883351147E-1,1.310070455E-1,1.046620655E1,1.047099707E1
2.707440677E0,-1.256231815E-1,-1.944168359E-1,9.589835167E0,9.592628296E0
2.709933386E0,-3.122633696E-1,-1.734796353E-2,9.943972588E0,9.948889395E0
2.712426094E0,-1.782652885E-1,-1.130608693E-1,9.762118340E0,9.764400430E0
2.714918802E0,-3.266202807E-1,1.615155302E-2,1.008754253E1,1.009284182E1
2.717411511E0,-2.309073806E-1,6.400800496E-2,9.953543663E0,9.956427406E0
2.719904219E0,-3.409772217E-1,-4.127619043E-2,9.786046028E0,9.792071592E0
2.722396771E0,-1.639083475E-1,1.549352705E-1,9.833903313E0,9.836489478E0
2.724889323E0,-3.026920557E-1,3.529413417E-2,1.042313576E1,1.042758971E1
2.727382031E0,-1.256231815E-1,8.315058798E-2,9.910472870E0,9.911617815E0
2.729874740E0,-2.117647976E-1,-2.135594189E-1,9.532406807E0,9.537150072E0
2.732367448E0,-2.021935135E-1,2.554338276E-1,1.012104130E1,1.012628291E1
2.734860156E0,-1.926222295E-1,-5.084748194E-2,1.014078236E1,1.014273906E1
2.737352813E0,-7.298108935E-2,4.965107143E-2,9.738189697E0,9.738589736E0
2.739845729E0,-1.686939895E-1,1.166501045E-1,1.012582684E1,1.012790373E1
2.742341875E0,-2.356930375E-1,4.965107143E-2,9.862616539E0,9.865557330E0
2.744837969E0,-2.452643216E-1,4.007977992E-2,9.967901230E0,9.970998742E0
2.747330886E0,-2.213360965E-1,1.645065546E-1,9.982257843E0,9.986066479E0
2.749823698E0,-2.117647976E-1,-3.170489892E-2,9.786046028E0,9.788388345E0
2.752316615E0,-2.691925466E-1,1.405783296E-1,1.022692394E1,1.023143197E1
2.754809531E0,-2.931207716E-1,4.007977992E-2,1.006361389E1,1.006796160E1
2.757302396E0,-2.356930375E-1,2.123630047E-1,9.881759644E0,9.886851011E0
2.759795313E0,-2.548356056E-1,2.572284266E-2,1.001575756E1,1.001903201E1
2.762288177E0,-3.457628787E-1,4.007977992E-2,9.948758125E0,9.954845383E0
2.764780313E0,-2.500499785E-1,-2.213360928E-2,9.699904442E0,9.703152120E0
2.767254584E0,-2.500499785E-1,-1.513460279E-1,1.002054310E1,1.002480497E1
2.769728854E0,-2.021935135E-1,2.506481707E-1,1.026042366E1,1.026547614E1
2.772220990E0,-1.926222295E-1,-4.127619043E-2,9.867402077E0,9.869368308E0
2.774713125E0,-1.351944804E-1,8.315058798E-2,1.012104130E1,1.012228574E1
2.777205209E0,-4.426721856E-2,1.214357466E-1,9.953543663E0,9.954382838E0
2.779697344E0,-1.543370634E-1,-4.127619043E-2,9.776474953E0,9.777780226E0
2.782189479E0,2.751746029E-2,-3.170489892E-2,9.532406807E0,9.532499250E0
2.784681615E0,-2.991028316E-2,6.879365444E-2,1.015035343E1,1.015063062E1
2.787173750E0,3.708875179E-2,2.572284266E-2,9.953543663E0,9.953646000E0
2.789665834E0,7.058826834E-2,1.166501045E-1,9.948758125E0,9.949692366E0
2.792158490E0,-2.512463741E-2,2.075773627E-1,1.005404282E1,1.005621681E1
2.794677031E0,4.666004330E-2,-1.734796353E-2,9.608977318E0,9.609106265E0
2.797169688E0,-6.340979785E-2,-2.213360928E-2,1.016471100E1,1.016493288E1
2.799662344E0,-9.690931439E-2,8.793623000E-2,1.002054310E1,1.002139752E1
2.802155000E0,-3.469592705E-2,-6.999006122E-2,9.886545181E0,9.886853799E0
2.804647656E0,5.144568533E-2,-1.513460279E-1,9.695118904E0,9.696436605E0
